active_profiles,no_projection,empty_projection,usable_profiles,durable_profiles,session_signal_profiles,contributed_but_no_live_interest,populated_with_multiple_generations,populated_median_contributions,populated_p95_contributions
119096,795,117093,1208,1171,55,0,1208,1,13
