audioLanguageSlug,coreLanguageId,poolKey,themeUnique,sharedWithStart,additionalBeyondStart,unionWithStart
okrika,9346,forgiveness-and-new-beginnings,7,7,0,35
okrika,9346,exploring-jesus,21,21,0,35
oku,144701,meaning-and-purpose,18,18,0,35
oku,144701,hope-and-perseverance,16,16,0,35
oku,144701,love-and-belonging,12,12,0,35
oku,144701,forgiveness-and-new-beginnings,7,7,0,35
oku,144701,exploring-jesus,21,21,0,35
olukwumi,142183,meaning-and-purpose,18,18,0,35
olukwumi,142183,hope-and-perseverance,16,16,0,35
olukwumi,142183,love-and-belonging,12,12,0,35
olukwumi,142183,forgiveness-and-new-beginnings,7,7,0,35
olukwumi,142183,exploring-jesus,21,21,0,35
olulumo-ikom,141024,meaning-and-purpose,18,18,0,35
olulumo-ikom,141024,hope-and-perseverance,16,16,0,35
olulumo-ikom,141024,love-and-belonging,12,12,0,35
olulumo-ikom,141024,forgiveness-and-new-beginnings,7,7,0,35
olulumo-ikom,141024,exploring-jesus,21,21,0,35
olunyole,144539,meaning-and-purpose,18,18,0,35
olunyole,144539,hope-and-perseverance,16,16,0,35
olunyole,144539,love-and-belonging,12,12,0,35
olunyole,144539,forgiveness-and-new-beginnings,7,7,0,35
olunyole,144539,exploring-jesus,21,21,0,35
olutachoni,99504,meaning-and-purpose,18,18,0,35
olutachoni,99504,hope-and-perseverance,16,16,0,35
olutachoni,99504,love-and-belonging,12,12,0,35
olutachoni,99504,forgiveness-and-new-beginnings,7,7,0,35
olutachoni,99504,exploring-jesus,21,21,0,35
omi,15220,meaning-and-purpose,18,18,0,35
omi,15220,hope-and-perseverance,16,16,0,35
omi,15220,love-and-belonging,12,12,0,35
omi,15220,forgiveness-and-new-beginnings,7,7,0,35
omi,15220,exploring-jesus,21,21,0,35
omwunra-toqura,155279,meaning-and-purpose,18,18,0,35
omwunra-toqura,155279,hope-and-perseverance,16,16,0,35
omwunra-toqura,155279,love-and-belonging,12,12,0,35
omwunra-toqura,155279,forgiveness-and-new-beginnings,7,7,0,35
omwunra-toqura,155279,exploring-jesus,21,21,0,35
oniyan,139945,meaning-and-purpose,18,18,0,35
oniyan,139945,hope-and-perseverance,16,16,0,35
oniyan,139945,love-and-belonging,12,12,0,35
oniyan,139945,forgiveness-and-new-beginnings,7,7,0,35
oniyan,139945,exploring-jesus,21,21,0,35
ono,144792,meaning-and-purpose,18,18,0,35
ono,144792,hope-and-perseverance,16,16,0,35
ono,144792,love-and-belonging,12,12,0,35
ono,144792,forgiveness-and-new-beginnings,7,7,0,35
ono,144792,exploring-jesus,21,21,0,35
orang-seletar,143459,meaning-and-purpose,18,18,0,35
orang-seletar,143459,hope-and-perseverance,16,16,0,35
orang-seletar,143459,love-and-belonging,12,12,0,35
orang-seletar,143459,forgiveness-and-new-beginnings,7,7,0,35
orang-seletar,143459,exploring-jesus,21,21,0,35
oriya-adivasi,143460,meaning-and-purpose,18,18,0,35
oriya-adivasi,143460,hope-and-perseverance,16,16,0,35
oriya-adivasi,143460,love-and-belonging,12,12,0,35
oriya-adivasi,143460,forgiveness-and-new-beginnings,7,7,0,35
oriya-adivasi,143460,exploring-jesus,21,21,0,35
oro-wari-2,171627,meaning-and-purpose,18,18,0,35
oro-wari-2,171627,hope-and-perseverance,16,16,0,35
oro-wari-2,171627,love-and-belonging,12,12,0,35
oro-wari-2,171627,forgiveness-and-new-beginnings,7,7,0,35
oro-wari-2,171627,exploring-jesus,21,21,0,35
orokaiva,144702,meaning-and-purpose,18,18,0,35
orokaiva,144702,hope-and-perseverance,16,16,0,35
orokaiva,144702,love-and-belonging,12,12,0,35
orokaiva,144702,forgiveness-and-new-beginnings,7,7,0,35
orokaiva,144702,exploring-jesus,21,21,0,35
oroko,97247,meaning-and-purpose,18,18,0,35
oroko,97247,hope-and-perseverance,16,16,0,35
oroko,97247,love-and-belonging,12,12,0,35
oroko,97247,forgiveness-and-new-beginnings,7,7,0,35
oroko,97247,exploring-jesus,21,21,0,35
oromo-borana-arsi-guji,4700,meaning-and-purpose,18,18,0,35
oromo-borana-arsi-guji,4700,hope-and-perseverance,16,16,0,35
oromo-borana-arsi-guji,4700,love-and-belonging,12,12,0,35
oromo-borana-arsi-guji,4700,forgiveness-and-new-beginnings,7,7,0,35
oromo-borana-arsi-guji,4700,exploring-jesus,21,21,0,35
oromo-eastern,140928,meaning-and-purpose,18,18,0,39
oromo-eastern,140928,hope-and-perseverance,17,17,0,39
oromo-eastern,140928,love-and-belonging,14,14,0,39
oromo-eastern,140928,forgiveness-and-new-beginnings,10,10,0,39
oromo-eastern,140928,exploring-jesus,23,23,0,39
oromo-west-central,4695,meaning-and-purpose,23,23,0,62
oromo-west-central,4695,hope-and-perseverance,27,27,0,62
oromo-west-central,4695,love-and-belonging,22,21,1,63
oromo-west-central,4695,forgiveness-and-new-beginnings,13,12,1,63
oromo-west-central,4695,exploring-jesus,41,41,0,62
osetin,5089,meaning-and-purpose,18,18,0,35
osetin,5089,hope-and-perseverance,16,16,0,35
osetin,5089,love-and-belonging,12,12,0,35
osetin,5089,forgiveness-and-new-beginnings,7,7,0,35
osetin,5089,exploring-jesus,21,21,0,35
osing,16640,meaning-and-purpose,18,18,0,35
osing,16640,hope-and-perseverance,16,16,0,35
osing,16640,love-and-belonging,12,12,0,35
osing,16640,forgiveness-and-new-beginnings,7,7,0,35
osing,16640,exploring-jesus,21,21,0,35
ososo,143465,meaning-and-purpose,18,18,0,35
ososo,143465,hope-and-perseverance,16,16,0,35
ososo,143465,love-and-belonging,12,12,0,35
ososo,143465,forgiveness-and-new-beginnings,7,7,0,35
ososo,143465,exploring-jesus,21,21,0,35
ot-danum,143469,meaning-and-purpose,18,18,0,35
ot-danum,143469,hope-and-perseverance,16,16,0,35
ot-danum,143469,love-and-belonging,12,12,0,35
ot-danum,143469,forgiveness-and-new-beginnings,7,7,0,35
ot-danum,143469,exploring-jesus,21,21,0,35
otetela,20965,meaning-and-purpose,18,18,0,35
otetela,20965,hope-and-perseverance,16,16,0,35
otetela,20965,love-and-belonging,12,12,0,35
otetela,20965,forgiveness-and-new-beginnings,7,7,0,35
otetela,20965,exploring-jesus,21,21,0,35
otomi-eastern,8156,meaning-and-purpose,18,18,0,35
otomi-eastern,8156,hope-and-perseverance,16,16,0,35
otomi-eastern,8156,love-and-belonging,12,12,0,35
otomi-eastern,8156,forgiveness-and-new-beginnings,7,7,0,35
otomi-eastern,8156,exploring-jesus,21,21,0,35
otomi-mezquital,8158,meaning-and-purpose,18,18,0,35
otomi-mezquital,8158,hope-and-perseverance,16,16,0,35
otomi-mezquital,8158,love-and-belonging,12,12,0,35
otomi-mezquital,8158,forgiveness-and-new-beginnings,7,7,0,35
otomi-mezquital,8158,exploring-jesus,21,21,0,35
otomi-western,8154,meaning-and-purpose,18,18,0,35
otomi-western,8154,hope-and-perseverance,16,16,0,35
otomi-western,8154,love-and-belonging,12,12,0,35
otomi-western,8154,forgiveness-and-new-beginnings,7,7,0,35
otomi-western,8154,exploring-jesus,21,21,0,35
otoro,143475,meaning-and-purpose,18,18,0,35
otoro,143475,hope-and-perseverance,16,16,0,35
otoro,143475,love-and-belonging,12,12,0,35
otoro,143475,forgiveness-and-new-beginnings,7,7,0,35
otoro,143475,exploring-jesus,21,21,0,35
otuho-lotuko,53422,meaning-and-purpose,17,17,0,34
otuho-lotuko,53422,hope-and-perseverance,16,16,0,34
otuho-lotuko,53422,love-and-belonging,12,12,0,34
otuho-lotuko,53422,forgiveness-and-new-beginnings,7,7,0,34
otuho-lotuko,53422,exploring-jesus,20,20,0,34
owa,143295,meaning-and-purpose,18,18,0,35
owa,143295,hope-and-perseverance,16,16,0,35
owa,143295,love-and-belonging,12,12,0,35
owa,143295,forgiveness-and-new-beginnings,7,7,0,35
owa,143295,exploring-jesus,21,21,0,35
oyda,143568,meaning-and-purpose,18,18,0,35
oyda,143568,hope-and-perseverance,16,16,0,35
oyda,143568,love-and-belonging,12,12,0,35
oyda,143568,forgiveness-and-new-beginnings,7,7,0,35
oyda,143568,exploring-jesus,21,21,0,35
paama,143851,meaning-and-purpose,18,18,0,35
paama,143851,hope-and-perseverance,16,16,0,35
paama,143851,love-and-belonging,12,12,0,35
paama,143851,forgiveness-and-new-beginnings,7,7,0,35
paama,143851,exploring-jesus,21,21,0,35
padoe,143600,meaning-and-purpose,18,18,0,35
padoe,143600,hope-and-perseverance,16,16,0,35
padoe,143600,love-and-belonging,12,12,0,35
padoe,143600,forgiveness-and-new-beginnings,7,7,0,35
padoe,143600,exploring-jesus,21,21,0,35
paez,4181,meaning-and-purpose,18,18,0,35
paez,4181,hope-and-perseverance,16,16,0,35
paez,4181,love-and-belonging,12,12,0,35
paez,4181,forgiveness-and-new-beginnings,7,7,0,35
paez,4181,exploring-jesus,21,21,0,35
pagabete,143573,meaning-and-purpose,18,18,0,35
pagabete,143573,hope-and-perseverance,16,16,0,35
pagabete,143573,love-and-belonging,12,12,0,35
pagabete,143573,forgiveness-and-new-beginnings,7,7,0,35
pagabete,143573,exploring-jesus,21,21,0,35
pagoe,20138,meaning-and-purpose,18,18,0,35
pagoe,20138,hope-and-perseverance,16,16,0,35
pagoe,20138,love-and-belonging,12,12,0,35
pagoe,20138,forgiveness-and-new-beginnings,7,7,0,35
pagoe,20138,exploring-jesus,21,21,0,35
pak-pak-dairi,21637,meaning-and-purpose,18,18,0,35
pak-pak-dairi,21637,hope-and-perseverance,16,16,0,35
pak-pak-dairi,21637,love-and-belonging,12,12,0,35
pak-pak-dairi,21637,forgiveness-and-new-beginnings,7,7,0,35
pak-pak-dairi,21637,exploring-jesus,21,21,0,35
palamua,184571,meaning-and-purpose,18,18,0,35
palamua,184571,hope-and-perseverance,16,16,0,35
palamua,184571,love-and-belonging,12,12,0,35
palamua,184571,forgiveness-and-new-beginnings,7,7,0,35
palamua,184571,exploring-jesus,21,21,0,35
palauan,10589,meaning-and-purpose,19,19,0,47
palauan,10589,hope-and-perseverance,19,18,1,48
palauan,10589,love-and-belonging,20,19,1,48
palauan,10589,forgiveness-and-new-beginnings,13,13,0,47
palauan,10589,exploring-jesus,26,26,0,47
palaung-pale,3957,meaning-and-purpose,18,18,0,35
palaung-pale,3957,hope-and-perseverance,16,16,0,35
palaung-pale,3957,love-and-belonging,12,12,0,35
palaung-pale,3957,forgiveness-and-new-beginnings,7,7,0,35
palaung-pale,3957,exploring-jesus,21,21,0,35
palaung-rumai,3936,meaning-and-purpose,18,18,0,35
palaung-rumai,3936,hope-and-perseverance,16,16,0,35
palaung-rumai,3936,love-and-belonging,12,12,0,35
palaung-rumai,3936,forgiveness-and-new-beginnings,7,7,0,35
palaung-rumai,3936,exploring-jesus,21,21,0,35
palembang,17774,meaning-and-purpose,18,18,0,35
palembang,17774,hope-and-perseverance,16,16,0,35
palembang,17774,love-and-belonging,12,12,0,35
palembang,17774,forgiveness-and-new-beginnings,7,7,0,35
palembang,17774,exploring-jesus,21,21,0,35
palikur,143846,meaning-and-purpose,18,18,0,35
palikur,143846,hope-and-perseverance,16,16,0,35
palikur,143846,love-and-belonging,12,12,0,35
palikur,143846,forgiveness-and-new-beginnings,7,7,0,35
palikur,143846,exploring-jesus,21,21,0,35
pame-central,8145,meaning-and-purpose,18,18,0,35
pame-central,8145,hope-and-perseverance,16,16,0,35
pame-central,8145,love-and-belonging,12,12,0,35
pame-central,8145,forgiveness-and-new-beginnings,7,7,0,35
pame-central,8145,exploring-jesus,21,21,0,35
pamona,19521,meaning-and-purpose,18,18,0,35
pamona,19521,hope-and-perseverance,16,16,0,35
pamona,19521,love-and-belonging,12,12,0,35
pamona,19521,forgiveness-and-new-beginnings,7,7,0,35
pamona,19521,exploring-jesus,21,21,0,35
panare,15088,meaning-and-purpose,18,18,0,35
panare,15088,hope-and-perseverance,16,16,0,35
panare,15088,love-and-belonging,12,12,0,35
panare,15088,forgiveness-and-new-beginnings,7,7,0,35
panare,15088,exploring-jesus,21,21,0,35
panchpargania,23403,meaning-and-purpose,18,18,0,35
panchpargania,23403,hope-and-perseverance,16,16,0,35
panchpargania,23403,love-and-belonging,12,12,0,35
panchpargania,23403,forgiveness-and-new-beginnings,7,7,0,35
panchpargania,23403,exploring-jesus,21,21,0,35
pangasinan,12606,meaning-and-purpose,18,18,0,35
pangasinan,12606,hope-and-perseverance,16,16,0,35
pangasinan,12606,love-and-belonging,12,12,0,35
pangasinan,12606,forgiveness-and-new-beginnings,7,7,0,35
pangasinan,12606,exploring-jesus,21,21,0,35
pangwa,14084,meaning-and-purpose,18,18,0,35
pangwa,14084,hope-and-perseverance,16,16,0,35
pangwa,14084,love-and-belonging,12,12,0,35
pangwa,14084,forgiveness-and-new-beginnings,7,7,0,35
pangwa,14084,exploring-jesus,21,21,0,35
pangwali,143668,meaning-and-purpose,18,18,0,35
pangwali,143668,hope-and-perseverance,16,16,0,35
pangwali,143668,love-and-belonging,12,12,0,35
pangwali,143668,forgiveness-and-new-beginnings,7,7,0,35
pangwali,143668,exploring-jesus,21,21,0,35
paniya,5969,meaning-and-purpose,18,18,0,35
paniya,5969,hope-and-perseverance,16,16,0,35
paniya,5969,love-and-belonging,12,12,0,35
paniya,5969,forgiveness-and-new-beginnings,7,7,0,35
paniya,5969,exploring-jesus,21,21,0,35
panjabi-western,5949,meaning-and-purpose,18,18,0,35
panjabi-western,5949,hope-and-perseverance,16,16,0,35
panjabi-western,5949,love-and-belonging,12,12,0,35
panjabi-western,5949,forgiveness-and-new-beginnings,7,7,0,35
panjabi-western,5949,exploring-jesus,21,21,0,35
pao,21662,meaning-and-purpose,18,18,0,35
pao,21662,hope-and-perseverance,16,16,0,35
pao,21662,love-and-belonging,12,12,0,35
pao,21662,forgiveness-and-new-beginnings,7,7,0,35
pao,21662,exploring-jesus,21,21,0,35
papel,5446,meaning-and-purpose,18,18,0,35
papel,5446,hope-and-perseverance,16,16,0,35
papel,5446,love-and-belonging,12,12,0,35
papel,5446,forgiveness-and-new-beginnings,7,7,0,35
papel,5446,exploring-jesus,21,21,0,35
papiamentu,9131,meaning-and-purpose,19,19,0,47
papiamentu,9131,hope-and-perseverance,19,18,1,48
papiamentu,9131,love-and-belonging,20,19,1,48
papiamentu,9131,forgiveness-and-new-beginnings,13,13,0,47
papiamentu,9131,exploring-jesus,26,26,0,47
parakana,184475,meaning-and-purpose,18,18,0,35
parakana,184475,hope-and-perseverance,16,16,0,35
parakana,184475,love-and-belonging,12,12,0,35
parakana,184475,forgiveness-and-new-beginnings,7,7,0,35
parakana,184475,exploring-jesus,21,21,0,35
paranan,12518,meaning-and-purpose,18,18,0,35
paranan,12518,hope-and-perseverance,16,16,0,35
paranan,12518,love-and-belonging,12,12,0,35
paranan,12518,forgiveness-and-new-beginnings,7,7,0,35
paranan,12518,exploring-jesus,21,21,0,35
pardhan,5968,meaning-and-purpose,18,18,0,35
pardhan,5968,hope-and-perseverance,16,16,0,35
pardhan,5968,love-and-belonging,12,12,0,35
pardhan,5968,forgiveness-and-new-beginnings,7,7,0,35
pardhan,5968,exploring-jesus,21,21,0,35
pardhi,5960,meaning-and-purpose,18,18,0,35
pardhi,5960,hope-and-perseverance,16,16,0,35
pardhi,5960,love-and-belonging,12,12,0,35
pardhi,5960,forgiveness-and-new-beginnings,7,7,0,35
pardhi,5960,exploring-jesus,21,21,0,35
parecis,1794,meaning-and-purpose,18,18,0,35
parecis,1794,hope-and-perseverance,16,16,0,35
parecis,1794,love-and-belonging,12,12,0,35
parecis,1794,forgiveness-and-new-beginnings,7,7,0,35
parecis,1794,exploring-jesus,21,21,0,35
pasaale,5209,meaning-and-purpose,18,18,0,35
pasaale,5209,hope-and-perseverance,16,16,0,35
pasaale,5209,love-and-belonging,12,12,0,35
pasaale,5209,forgiveness-and-new-beginnings,7,7,0,35
pasaale,5209,exploring-jesus,21,21,0,35
pasemah,17773,meaning-and-purpose,18,18,0,35
pasemah,17773,hope-and-perseverance,16,16,0,35
pasemah,17773,love-and-belonging,12,12,0,35
pasemah,17773,forgiveness-and-new-beginnings,7,7,0,35
pasemah,17773,exploring-jesus,21,21,0,35
pashto-eastern-afghan,184820,meaning-and-purpose,25,25,0,66
pashto-eastern-afghan,184820,hope-and-perseverance,28,28,0,66
pashto-eastern-afghan,184820,love-and-belonging,21,20,1,67
pashto-eastern-afghan,184820,forgiveness-and-new-beginnings,13,12,1,67
pashto-eastern-afghan,184820,exploring-jesus,46,46,0,66
pashto-southern,10519,meaning-and-purpose,23,23,0,56
pashto-southern,10519,hope-and-perseverance,26,26,0,56
pashto-southern,10519,love-and-belonging,20,19,1,57
pashto-southern,10519,forgiveness-and-new-beginnings,10,9,1,57
pashto-southern,10519,exploring-jesus,37,37,0,56
pashto-yusufzai,374,meaning-and-purpose,24,24,0,68
pashto-yusufzai,374,hope-and-perseverance,29,28,1,69
pashto-yusufzai,374,love-and-belonging,28,26,2,70
pashto-yusufzai,374,forgiveness-and-new-beginnings,16,15,1,69
pashto-yusufzai,374,exploring-jesus,42,42,0,68
pattae,153568,meaning-and-purpose,18,18,0,35
pattae,153568,hope-and-perseverance,16,16,0,35
pattae,153568,love-and-belonging,12,12,0,35
pattae,153568,forgiveness-and-new-beginnings,7,7,0,35
pattae,153568,exploring-jesus,21,21,0,35
pattapu,139166,meaning-and-purpose,18,18,0,35
pattapu,139166,hope-and-perseverance,16,16,0,35
pattapu,139166,love-and-belonging,12,12,0,35
pattapu,139166,forgiveness-and-new-beginnings,7,7,0,35
pattapu,139166,exploring-jesus,21,21,0,35
penang-hokkien,184819,meaning-and-purpose,18,18,0,35
penang-hokkien,184819,hope-and-perseverance,16,16,0,35
penang-hokkien,184819,love-and-belonging,12,12,0,35
penang-hokkien,184819,forgiveness-and-new-beginnings,7,7,0,35
penang-hokkien,184819,exploring-jesus,21,21,0,35
pengo,5956,meaning-and-purpose,18,18,0,35
pengo,5956,hope-and-perseverance,16,16,0,35
pengo,5956,love-and-belonging,12,12,0,35
pengo,5956,forgiveness-and-new-beginnings,7,7,0,35
pengo,5956,exploring-jesus,21,21,0,35
persian-sign-language,144134,meaning-and-purpose,18,18,0,35
persian-sign-language,144134,hope-and-perseverance,16,16,0,35
persian-sign-language,144134,love-and-belonging,12,12,0,35
persian-sign-language,144134,forgiveness-and-new-beginnings,7,7,0,35
persian-sign-language,144134,exploring-jesus,21,21,0,35
peve,2561,meaning-and-purpose,18,18,0,35
peve,2561,hope-and-perseverance,16,16,0,35
peve,2561,love-and-belonging,12,12,0,35
peve,2561,forgiveness-and-new-beginnings,7,7,0,35
peve,2561,exploring-jesus,21,21,0,35
phende,15213,meaning-and-purpose,18,18,0,39
phende,15213,hope-and-perseverance,17,17,0,39
phende,15213,love-and-belonging,14,14,0,39
phende,15213,forgiveness-and-new-beginnings,10,10,0,39
phende,15213,exploring-jesus,23,23,0,39
phom,176708,meaning-and-purpose,18,18,0,35
phom,176708,hope-and-perseverance,16,16,0,35
phom,176708,love-and-belonging,12,12,0,35
phom,176708,forgiveness-and-new-beginnings,7,7,0,35
phom,176708,exploring-jesus,21,21,0,35
piapoco,143762,meaning-and-purpose,18,18,0,35
piapoco,143762,hope-and-perseverance,16,16,0,35
piapoco,143762,love-and-belonging,12,12,0,35
piapoco,143762,forgiveness-and-new-beginnings,7,7,0,35
piapoco,143762,exploring-jesus,21,21,0,35
piaroa,4178,meaning-and-purpose,18,18,0,35
piaroa,4178,hope-and-perseverance,16,16,0,35
piaroa,4178,love-and-belonging,12,12,0,35
piaroa,4178,forgiveness-and-new-beginnings,7,7,0,35
piaroa,4178,exploring-jesus,21,21,0,35
pidgin-cameroon,2261,meaning-and-purpose,19,19,0,51
pidgin-cameroon,2261,hope-and-perseverance,20,19,1,52
pidgin-cameroon,2261,love-and-belonging,22,21,1,52
pidgin-cameroon,2261,forgiveness-and-new-beginnings,16,16,0,51
pidgin-cameroon,2261,exploring-jesus,28,28,0,51
pidgin-liberian,7586,meaning-and-purpose,23,23,0,60
pidgin-liberian,7586,hope-and-perseverance,27,27,0,60
pidgin-liberian,7586,love-and-belonging,22,21,1,61
pidgin-liberian,7586,forgiveness-and-new-beginnings,13,12,1,61
pidgin-liberian,7586,exploring-jesus,39,39,0,60
pijin,13316,meaning-and-purpose,24,24,0,69
pijin,13316,hope-and-perseverance,29,28,1,70
pijin,13316,love-and-belonging,28,26,2,71
pijin,13316,forgiveness-and-new-beginnings,16,15,1,70
pijin,13316,exploring-jesus,43,43,0,69
pimbwe,143768,meaning-and-purpose,18,18,0,35
pimbwe,143768,hope-and-perseverance,16,16,0,35
pimbwe,143768,love-and-belonging,12,12,0,35
pimbwe,143768,forgiveness-and-new-beginnings,7,7,0,35
pimbwe,143768,exploring-jesus,21,21,0,35
pinyin,143962,meaning-and-purpose,18,18,0,35
pinyin,143962,hope-and-perseverance,16,16,0,35
pinyin,143962,love-and-belonging,12,12,0,35
pinyin,143962,forgiveness-and-new-beginnings,7,7,0,35
pinyin,143962,exploring-jesus,21,21,0,35
pipero,51689,meaning-and-purpose,18,18,0,35
pipero,51689,hope-and-perseverance,16,16,0,35
pipero,51689,love-and-belonging,12,12,0,35
pipero,51689,forgiveness-and-new-beginnings,7,7,0,35
pipero,51689,exploring-jesus,21,21,0,35
plang,114936,meaning-and-purpose,18,18,0,35
plang,114936,hope-and-perseverance,16,16,0,35
plang,114936,love-and-belonging,12,12,0,35
plang,114936,forgiveness-and-new-beginnings,7,7,0,35
plang,114936,exploring-jesus,21,21,0,35
plautdietsch,1278,meaning-and-purpose,18,18,0,35
plautdietsch,1278,hope-and-perseverance,16,16,0,35
plautdietsch,1278,love-and-belonging,12,12,0,35
plautdietsch,1278,forgiveness-and-new-beginnings,7,7,0,35
plautdietsch,1278,exploring-jesus,21,21,0,35
pnar,5973,meaning-and-purpose,18,18,0,35
pnar,5973,hope-and-perseverance,16,16,0,35
pnar,5973,love-and-belonging,12,12,0,35
pnar,5973,forgiveness-and-new-beginnings,7,7,0,35
pnar,5973,exploring-jesus,21,21,0,35
pogoro,127283,meaning-and-purpose,18,18,0,35
pogoro,127283,hope-and-perseverance,16,16,0,35
pogoro,127283,love-and-belonging,12,12,0,35
pogoro,127283,forgiveness-and-new-beginnings,7,7,0,35
pogoro,127283,exploring-jesus,21,21,0,35
pohnpeian,20880,meaning-and-purpose,19,19,0,47
pohnpeian,20880,hope-and-perseverance,19,18,1,48
pohnpeian,20880,love-and-belonging,20,19,1,48
pohnpeian,20880,forgiveness-and-new-beginnings,13,13,0,47
pohnpeian,20880,exploring-jesus,26,26,0,47
poke,15210,meaning-and-purpose,18,18,0,35
poke,15210,hope-and-perseverance,16,16,0,35
poke,15210,love-and-belonging,12,12,0,35
poke,15210,forgiveness-and-new-beginnings,7,7,0,35
poke,15210,exploring-jesus,21,21,0,35
pokomo-lower,7248,meaning-and-purpose,18,18,0,35
pokomo-lower,7248,hope-and-perseverance,16,16,0,35
pokomo-lower,7248,love-and-belonging,12,12,0,35
pokomo-lower,7248,forgiveness-and-new-beginnings,7,7,0,35
pokomo-lower,7248,exploring-jesus,21,21,0,35
pokoot,7251,meaning-and-purpose,18,18,0,39
pokoot,7251,hope-and-perseverance,17,17,0,39
pokoot,7251,love-and-belonging,14,14,0,39
pokoot,7251,forgiveness-and-new-beginnings,10,10,0,39
pokoot,7251,exploring-jesus,23,23,0,39
polish,4451,meaning-and-purpose,45,45,0,129
polish,4451,hope-and-perseverance,54,53,1,130
polish,4451,love-and-belonging,56,54,2,131
polish,4451,forgiveness-and-new-beginnings,32,31,1,130
polish,4451,exploring-jesus,68,68,0,129
pomeranian-brazilian,184588,meaning-and-purpose,18,18,0,35
pomeranian-brazilian,184588,hope-and-perseverance,16,16,0,35
pomeranian-brazilian,184588,love-and-belonging,12,12,0,35
pomeranian-brazilian,184588,forgiveness-and-new-beginnings,7,7,0,35
pomeranian-brazilian,184588,exploring-jesus,21,21,0,35
pontianak-hakka,162168,meaning-and-purpose,18,18,0,35
pontianak-hakka,162168,hope-and-perseverance,16,16,0,35
pontianak-hakka,162168,love-and-belonging,12,12,0,35
pontianak-hakka,162168,forgiveness-and-new-beginnings,7,7,0,35
pontianak-hakka,162168,exploring-jesus,21,21,0,35
popoloca-san-felipe-otlaltepec,8130,meaning-and-purpose,18,18,0,35
popoloca-san-felipe-otlaltepec,8130,hope-and-perseverance,16,16,0,35
popoloca-san-felipe-otlaltepec,8130,love-and-belonging,12,12,0,35
popoloca-san-felipe-otlaltepec,8130,forgiveness-and-new-beginnings,7,7,0,35
popoloca-san-felipe-otlaltepec,8130,exploring-jesus,21,21,0,35
popoloca-san-juan-atzingo,8134,meaning-and-purpose,18,18,0,35
popoloca-san-juan-atzingo,8134,hope-and-perseverance,16,16,0,35
popoloca-san-juan-atzingo,8134,love-and-belonging,12,12,0,35
popoloca-san-juan-atzingo,8134,forgiveness-and-new-beginnings,7,7,0,35
popoloca-san-juan-atzingo,8134,exploring-jesus,21,21,0,35
popoloca-san-luis-temalacayuca,101096,meaning-and-purpose,18,18,0,35
popoloca-san-luis-temalacayuca,101096,hope-and-perseverance,16,16,0,35
popoloca-san-luis-temalacayuca,101096,love-and-belonging,12,12,0,35
popoloca-san-luis-temalacayuca,101096,forgiveness-and-new-beginnings,7,7,0,35
popoloca-san-luis-temalacayuca,101096,exploring-jesus,21,21,0,35
popoluca-sierra,8133,meaning-and-purpose,18,18,0,35
popoluca-sierra,8133,hope-and-perseverance,16,16,0,35
popoluca-sierra,8133,love-and-belonging,12,12,0,35
popoluca-sierra,8133,forgiveness-and-new-beginnings,7,7,0,35
popoluca-sierra,8133,exploring-jesus,21,21,0,35
portuguese-brazil,584,meaning-and-purpose,62,62,0,164
portuguese-brazil,584,hope-and-perseverance,60,59,1,165
portuguese-brazil,584,love-and-belonging,61,59,2,166
portuguese-brazil,584,forgiveness-and-new-beginnings,41,39,2,166
portuguese-brazil,584,exploring-jesus,90,90,0,164
portuguese-mozambique,139136,meaning-and-purpose,1,1,0,17
portuguese-mozambique,139136,hope-and-perseverance,4,3,1,18
portuguese-mozambique,139136,love-and-belonging,10,9,1,18
portuguese-mozambique,139136,forgiveness-and-new-beginnings,10,10,0,17
portuguese-mozambique,139136,exploring-jesus,8,8,0,17
portuguese-portugal,21064,meaning-and-purpose,28,28,0,85
portuguese-portugal,21064,hope-and-perseverance,33,32,1,86
portuguese-portugal,21064,love-and-belonging,31,29,2,87
portuguese-portugal,21064,forgiveness-and-new-beginnings,20,19,1,86
portuguese-portugal,21064,exploring-jesus,55,55,0,85
pougouli,173946,meaning-and-purpose,18,18,0,35
pougouli,173946,hope-and-perseverance,16,16,0,35
pougouli,173946,love-and-belonging,12,12,0,35
pougouli,173946,forgiveness-and-new-beginnings,7,7,0,35
pougouli,173946,exploring-jesus,21,21,0,35
poumai-naga,184557,meaning-and-purpose,18,18,0,35
poumai-naga,184557,hope-and-perseverance,16,16,0,35
poumai-naga,184557,love-and-belonging,12,12,0,35
poumai-naga,184557,forgiveness-and-new-beginnings,7,7,0,35
poumai-naga,184557,exploring-jesus,21,21,0,35
powari,101328,meaning-and-purpose,18,18,0,35
powari,101328,hope-and-perseverance,16,16,0,35
powari,101328,love-and-belonging,12,12,0,35
powari,101328,forgiveness-and-new-beginnings,7,7,0,35
powari,101328,exploring-jesus,21,21,0,35
provencal,154958,meaning-and-purpose,18,18,0,35
provencal,154958,hope-and-perseverance,16,16,0,35
provencal,154958,love-and-belonging,12,12,0,35
provencal,154958,forgiveness-and-new-beginnings,7,7,0,35
provencal,154958,exploring-jesus,21,21,0,35
puinave,144251,meaning-and-purpose,18,18,0,35
puinave,144251,hope-and-perseverance,16,16,0,35
puinave,144251,love-and-belonging,12,12,0,35
puinave,144251,forgiveness-and-new-beginnings,7,7,0,35
puinave,144251,exploring-jesus,21,21,0,35
