audioLanguageSlug,coreLanguageId,poolKey,themeUnique,sharedWithStart,additionalBeyondStart,unionWithStart
bouyei-qianxi,185354,love-and-belonging,12,12,0,35
bouyei-qianxi,185354,forgiveness-and-new-beginnings,7,7,0,35
bouyei-qianxi,185354,exploring-jesus,21,21,0,35
bozo-jenaama,140166,meaning-and-purpose,18,18,0,35
bozo-jenaama,140166,hope-and-perseverance,16,16,0,35
bozo-jenaama,140166,love-and-belonging,12,12,0,35
bozo-jenaama,140166,forgiveness-and-new-beginnings,7,7,0,35
bozo-jenaama,140166,exploring-jesus,21,21,0,35
bozo-tigemaxo,139885,meaning-and-purpose,18,18,0,35
bozo-tigemaxo,139885,hope-and-perseverance,16,16,0,35
bozo-tigemaxo,139885,love-and-belonging,12,12,0,35
bozo-tigemaxo,139885,forgiveness-and-new-beginnings,7,7,0,35
bozo-tigemaxo,139885,exploring-jesus,21,21,0,35
brahui,351,meaning-and-purpose,18,18,0,35
brahui,351,hope-and-perseverance,16,16,0,35
brahui,351,love-and-belonging,12,12,0,35
brahui,351,forgiveness-and-new-beginnings,7,7,0,35
brahui,351,exploring-jesus,21,21,0,35
braj-bhasha,5611,meaning-and-purpose,18,18,0,35
braj-bhasha,5611,hope-and-perseverance,16,16,0,35
braj-bhasha,5611,love-and-belonging,12,12,0,35
braj-bhasha,5611,forgiveness-and-new-beginnings,7,7,0,35
braj-bhasha,5611,exploring-jesus,21,21,0,35
brazilian-sign-language,1872,meaning-and-purpose,0,0,0,1
brazilian-sign-language,1872,hope-and-perseverance,0,0,0,1
brazilian-sign-language,1872,love-and-belonging,0,0,0,1
brazilian-sign-language,1872,forgiveness-and-new-beginnings,0,0,0,1
brazilian-sign-language,1872,exploring-jesus,1,1,0,1
brezhoneg,158608,meaning-and-purpose,18,18,0,35
brezhoneg,158608,hope-and-perseverance,16,16,0,35
brezhoneg,158608,love-and-belonging,12,12,0,35
brezhoneg,158608,forgiveness-and-new-beginnings,7,7,0,35
brezhoneg,158608,exploring-jesus,21,21,0,35
bru-eastern,7371,meaning-and-purpose,18,18,0,35
bru-eastern,7371,hope-and-perseverance,16,16,0,35
bru-eastern,7371,love-and-belonging,12,12,0,35
bru-eastern,7371,forgiveness-and-new-beginnings,7,7,0,35
bru-eastern,7371,exploring-jesus,21,21,0,35
bru-van-kieu,185256,meaning-and-purpose,18,18,0,35
bru-van-kieu,185256,hope-and-perseverance,16,16,0,35
bru-van-kieu,185256,love-and-belonging,12,12,0,35
bru-van-kieu,185256,forgiveness-and-new-beginnings,7,7,0,35
bru-van-kieu,185256,exploring-jesus,21,21,0,35
budu-koya,24092,meaning-and-purpose,18,18,0,35
budu-koya,24092,hope-and-perseverance,16,16,0,35
budu-koya,24092,love-and-belonging,12,12,0,35
budu-koya,24092,forgiveness-and-new-beginnings,7,7,0,35
budu-koya,24092,exploring-jesus,21,21,0,35
budu-nita,24091,meaning-and-purpose,18,18,0,35
budu-nita,24091,hope-and-perseverance,16,16,0,35
budu-nita,24091,love-and-belonging,12,12,0,35
budu-nita,24091,forgiveness-and-new-beginnings,7,7,0,35
budu-nita,24091,exploring-jesus,21,21,0,35
budza,15667,meaning-and-purpose,18,18,0,35
budza,15667,hope-and-perseverance,16,16,0,35
budza,15667,love-and-belonging,12,12,0,35
budza,15667,forgiveness-and-new-beginnings,7,7,0,35
budza,15667,exploring-jesus,21,21,0,35
bugis,17645,meaning-and-purpose,18,18,0,35
bugis,17645,hope-and-perseverance,16,16,0,35
bugis,17645,love-and-belonging,12,12,0,35
bugis,17645,forgiveness-and-new-beginnings,7,7,0,35
bugis,17645,exploring-jesus,21,21,0,35
bugis-soppeng,185058,meaning-and-purpose,18,18,0,35
bugis-soppeng,185058,hope-and-perseverance,16,16,0,35
bugis-soppeng,185058,love-and-belonging,12,12,0,35
bugis-soppeng,185058,forgiveness-and-new-beginnings,7,7,0,35
bugis-soppeng,185058,exploring-jesus,21,21,0,35
bugkalot,184845,meaning-and-purpose,18,18,0,35
bugkalot,184845,hope-and-perseverance,16,16,0,35
bugkalot,184845,love-and-belonging,12,12,0,35
bugkalot,184845,forgiveness-and-new-beginnings,7,7,0,35
bugkalot,184845,exploring-jesus,21,21,0,35
buglere,10601,meaning-and-purpose,18,18,0,35
buglere,10601,hope-and-perseverance,16,16,0,35
buglere,10601,love-and-belonging,12,12,0,35
buglere,10601,forgiveness-and-new-beginnings,7,7,0,35
buglere,10601,exploring-jesus,21,21,0,35
bukharian,6934,meaning-and-purpose,18,18,0,35
bukharian,6934,hope-and-perseverance,16,16,0,35
bukharian,6934,love-and-belonging,12,12,0,35
bukharian,6934,forgiveness-and-new-beginnings,7,7,0,35
bukharian,6934,exploring-jesus,21,21,0,35
buksa,23325,meaning-and-purpose,18,18,0,35
buksa,23325,hope-and-perseverance,16,16,0,35
buksa,23325,love-and-belonging,12,12,0,35
buksa,23325,forgiveness-and-new-beginnings,7,7,0,35
buksa,23325,exploring-jesus,21,21,0,35
bukusu,19606,meaning-and-purpose,18,18,0,35
bukusu,19606,hope-and-perseverance,16,16,0,35
bukusu,19606,love-and-belonging,12,12,0,35
bukusu,19606,forgiveness-and-new-beginnings,7,7,0,35
bukusu,19606,exploring-jesus,21,21,0,35
bulgarian,1964,meaning-and-purpose,27,27,0,79
bulgarian,1964,hope-and-perseverance,30,29,1,80
bulgarian,1964,love-and-belonging,32,30,2,81
bulgarian,1964,forgiveness-and-new-beginnings,19,18,1,80
bulgarian,1964,exploring-jesus,51,51,0,79
buli,19610,meaning-and-purpose,18,18,0,35
buli,19610,hope-and-perseverance,16,16,0,35
buli,19610,love-and-belonging,12,12,0,35
buli,19610,forgiveness-and-new-beginnings,7,7,0,35
buli,19610,exploring-jesus,21,21,0,35
bulu,2884,meaning-and-purpose,18,18,0,35
bulu,2884,hope-and-perseverance,16,16,0,35
bulu,2884,love-and-belonging,12,12,0,35
bulu,2884,forgiveness-and-new-beginnings,7,7,0,35
bulu,2884,exploring-jesus,21,21,0,35
bulusu,139916,meaning-and-purpose,18,18,0,35
bulusu,139916,hope-and-perseverance,16,16,0,35
bulusu,139916,love-and-belonging,12,12,0,35
bulusu,139916,forgiveness-and-new-beginnings,7,7,0,35
bulusu,139916,exploring-jesus,21,21,0,35
bum,139792,meaning-and-purpose,18,18,0,35
bum,139792,hope-and-perseverance,16,16,0,35
bum,139792,love-and-belonging,12,12,0,35
bum,139792,forgiveness-and-new-beginnings,7,7,0,35
bum,139792,exploring-jesus,21,21,0,35
bundel-khandi,20587,meaning-and-purpose,18,18,0,35
bundel-khandi,20587,hope-and-perseverance,16,16,0,35
bundel-khandi,20587,love-and-belonging,12,12,0,35
bundel-khandi,20587,forgiveness-and-new-beginnings,7,7,0,35
bundel-khandi,20587,exploring-jesus,21,21,0,35
bungu,99933,meaning-and-purpose,18,18,0,35
bungu,99933,hope-and-perseverance,16,16,0,35
bungu,99933,love-and-belonging,12,12,0,35
bungu,99933,forgiveness-and-new-beginnings,7,7,0,35
bungu,99933,exploring-jesus,21,21,0,35
buol,17373,meaning-and-purpose,18,18,0,35
buol,17373,hope-and-perseverance,16,16,0,35
buol,17373,love-and-belonging,12,12,0,35
buol,17373,forgiveness-and-new-beginnings,7,7,0,35
buol,17373,exploring-jesus,21,21,0,35
bura-pabir,10343,meaning-and-purpose,18,18,0,35
bura-pabir,10343,hope-and-perseverance,16,16,0,35
bura-pabir,10343,love-and-belonging,12,12,0,35
bura-pabir,10343,forgiveness-and-new-beginnings,7,7,0,35
bura-pabir,10343,exploring-jesus,21,21,0,35
buriat-russia,18321,meaning-and-purpose,23,23,0,58
buriat-russia,18321,hope-and-perseverance,26,26,0,58
buriat-russia,18321,love-and-belonging,20,19,1,59
buriat-russia,18321,forgiveness-and-new-beginnings,11,10,1,59
buriat-russia,18321,exploring-jesus,39,39,0,58
burmese,1254,meaning-and-purpose,20,20,0,37
burmese,1254,hope-and-perseverance,16,16,0,37
burmese,1254,love-and-belonging,18,18,0,37
burmese,1254,forgiveness-and-new-beginnings,10,10,0,37
burmese,1254,exploring-jesus,10,10,0,37
burmese-common,184855,meaning-and-purpose,18,18,0,36
burmese-common,184855,hope-and-perseverance,17,17,0,36
burmese-common,184855,love-and-belonging,13,13,0,36
burmese-common,184855,forgiveness-and-new-beginnings,7,7,0,36
burmese-common,184855,exploring-jesus,22,22,0,36
burmese-musselmani,24293,meaning-and-purpose,18,18,0,35
burmese-musselmani,24293,hope-and-perseverance,16,16,0,35
burmese-musselmani,24293,love-and-belonging,12,12,0,35
burmese-musselmani,24293,forgiveness-and-new-beginnings,7,7,0,35
burmese-musselmani,24293,exploring-jesus,21,21,0,35
burmese-standard,184854,meaning-and-purpose,24,24,0,70
burmese-standard,184854,hope-and-perseverance,30,29,1,71
burmese-standard,184854,love-and-belonging,28,26,2,72
burmese-standard,184854,forgiveness-and-new-beginnings,17,15,2,72
burmese-standard,184854,exploring-jesus,44,44,0,70
burun,139538,meaning-and-purpose,18,18,0,35
burun,139538,hope-and-perseverance,16,16,0,35
burun,139538,love-and-belonging,12,12,0,35
burun,139538,forgiveness-and-new-beginnings,7,7,0,35
burun,139538,exploring-jesus,21,21,0,35
burunge,139544,meaning-and-purpose,18,18,0,35
burunge,139544,hope-and-perseverance,16,16,0,35
burunge,139544,love-and-belonging,12,12,0,35
burunge,139544,forgiveness-and-new-beginnings,7,7,0,35
burunge,139544,exploring-jesus,21,21,0,35
burushaski,10570,meaning-and-purpose,18,18,0,35
burushaski,10570,hope-and-perseverance,16,16,0,35
burushaski,10570,love-and-belonging,12,12,0,35
burushaski,10570,forgiveness-and-new-beginnings,7,7,0,35
burushaski,10570,exploring-jesus,21,21,0,35
buurak,49141,meaning-and-purpose,18,18,0,35
buurak,49141,hope-and-perseverance,16,16,0,35
buurak,49141,love-and-belonging,12,12,0,35
buurak,49141,forgiveness-and-new-beginnings,7,7,0,35
buurak,49141,exploring-jesus,21,21,0,35
bwamu-laa-laa,2074,meaning-and-purpose,18,18,0,35
bwamu-laa-laa,2074,hope-and-perseverance,16,16,0,35
bwamu-laa-laa,2074,love-and-belonging,12,12,0,35
bwamu-laa-laa,2074,forgiveness-and-new-beginnings,7,7,0,35
bwamu-laa-laa,2074,exploring-jesus,21,21,0,35
bwazza,9491,meaning-and-purpose,18,18,0,35
bwazza,9491,hope-and-perseverance,16,16,0,35
bwazza,9491,love-and-belonging,12,12,0,35
bwazza,9491,forgiveness-and-new-beginnings,7,7,0,35
bwazza,9491,exploring-jesus,21,21,0,35
cabecar,140126,meaning-and-purpose,18,18,0,35
cabecar,140126,hope-and-perseverance,16,16,0,35
cabecar,140126,love-and-belonging,12,12,0,35
cabecar,140126,forgiveness-and-new-beginnings,7,7,0,35
cabecar,140126,exploring-jesus,21,21,0,35
cakchiquel-central,5439,meaning-and-purpose,19,19,0,47
cakchiquel-central,5439,hope-and-perseverance,19,18,1,48
cakchiquel-central,5439,love-and-belonging,20,19,1,48
cakchiquel-central,5439,forgiveness-and-new-beginnings,13,13,0,47
cakchiquel-central,5439,exploring-jesus,26,26,0,47
cakchiquel-eastern,5397,meaning-and-purpose,18,18,0,35
cakchiquel-eastern,5397,hope-and-perseverance,16,16,0,35
cakchiquel-eastern,5397,love-and-belonging,12,12,0,35
cakchiquel-eastern,5397,forgiveness-and-new-beginnings,7,7,0,35
cakchiquel-eastern,5397,exploring-jesus,21,21,0,35
cakchiquel-south-central,5437,meaning-and-purpose,18,18,0,35
cakchiquel-south-central,5437,hope-and-perseverance,16,16,0,35
cakchiquel-south-central,5437,love-and-belonging,12,12,0,35
cakchiquel-south-central,5437,forgiveness-and-new-beginnings,7,7,0,35
cakchiquel-south-central,5437,exploring-jesus,21,21,0,35
cakchiquel-western,5392,meaning-and-purpose,23,23,0,57
cakchiquel-western,5392,hope-and-perseverance,26,26,0,57
cakchiquel-western,5392,love-and-belonging,20,19,1,58
cakchiquel-western,5392,forgiveness-and-new-beginnings,10,9,1,58
cakchiquel-western,5392,exploring-jesus,38,38,0,57
canela,101512,meaning-and-purpose,18,18,0,35
canela,101512,hope-and-perseverance,16,16,0,35
canela,101512,love-and-belonging,12,12,0,35
canela,101512,forgiveness-and-new-beginnings,7,7,0,35
canela,101512,exploring-jesus,21,21,0,35
cantonese,20601,meaning-and-purpose,47,47,0,118
cantonese,20601,hope-and-perseverance,49,48,1,119
cantonese,20601,love-and-belonging,50,48,2,120
cantonese,20601,forgiveness-and-new-beginnings,27,26,1,119
cantonese,20601,exploring-jesus,59,59,0,118
capanahua,141267,meaning-and-purpose,18,18,0,35
capanahua,141267,hope-and-perseverance,16,16,0,35
capanahua,141267,love-and-belonging,12,12,0,35
capanahua,141267,forgiveness-and-new-beginnings,7,7,0,35
capanahua,141267,exploring-jesus,21,21,0,35
carib-eastern,53421,meaning-and-purpose,18,18,0,35
carib-eastern,53421,hope-and-perseverance,16,16,0,35
carib-eastern,53421,love-and-belonging,12,12,0,35
carib-eastern,53421,forgiveness-and-new-beginnings,7,7,0,35
carib-eastern,53421,exploring-jesus,21,21,0,35
catalan-valencian-balear,531,meaning-and-purpose,23,23,0,58
catalan-valencian-balear,531,hope-and-perseverance,26,26,0,58
catalan-valencian-balear,531,love-and-belonging,20,19,1,59
catalan-valencian-balear,531,forgiveness-and-new-beginnings,10,9,1,59
catalan-valencian-balear,531,exploring-jesus,39,39,0,58
cebuano,12784,meaning-and-purpose,20,20,0,53
cebuano,12784,hope-and-perseverance,21,20,1,54
cebuano,12784,love-and-belonging,21,20,1,54
cebuano,12784,forgiveness-and-new-beginnings,15,15,0,53
cebuano,12784,exploring-jesus,31,31,0,53
central-asian-russian,20899,meaning-and-purpose,25,25,0,80
central-asian-russian,20899,hope-and-perseverance,32,31,1,81
central-asian-russian,20899,love-and-belonging,29,27,2,82
central-asian-russian,20899,forgiveness-and-new-beginnings,20,19,1,81
central-asian-russian,20899,exploring-jesus,54,54,0,80
central-buang,159546,meaning-and-purpose,18,18,0,35
central-buang,159546,hope-and-perseverance,16,16,0,35
central-buang,159546,love-and-belonging,12,12,0,35
central-buang,159546,forgiveness-and-new-beginnings,7,7,0,35
central-buang,159546,exploring-jesus,21,21,0,35
cerma,2067,meaning-and-purpose,18,18,0,39
cerma,2067,hope-and-perseverance,17,17,0,39
cerma,2067,love-and-belonging,14,14,0,39
cerma,2067,forgiveness-and-new-beginnings,10,10,0,39
cerma,2067,exploring-jesus,23,23,0,39
chachi,4501,meaning-and-purpose,18,18,0,35
chachi,4501,hope-and-perseverance,16,16,0,35
chachi,4501,love-and-belonging,12,12,0,35
chachi,4501,forgiveness-and-new-beginnings,7,7,0,35
chachi,4501,exploring-jesus,21,21,0,35
chakfem,159392,meaning-and-purpose,18,18,0,35
chakfem,159392,hope-and-perseverance,16,16,0,35
chakfem,159392,love-and-belonging,12,12,0,35
chakfem,159392,forgiveness-and-new-beginnings,7,7,0,35
chakfem,159392,exploring-jesus,21,21,0,35
chakma,1253,meaning-and-purpose,18,18,0,35
chakma,1253,hope-and-perseverance,16,16,0,35
chakma,1253,love-and-belonging,12,12,0,35
chakma,1253,forgiveness-and-new-beginnings,7,7,0,35
chakma,1253,exploring-jesus,21,21,0,35
chaldean,20592,meaning-and-purpose,23,23,0,56
chaldean,20592,hope-and-perseverance,26,26,0,56
chaldean,20592,love-and-belonging,20,19,1,57
chaldean,20592,forgiveness-and-new-beginnings,10,9,1,57
chaldean,20592,exploring-jesus,37,37,0,56
cham-eastern,19372,meaning-and-purpose,18,18,0,35
cham-eastern,19372,hope-and-perseverance,16,16,0,35
cham-eastern,19372,love-and-belonging,12,12,0,35
cham-eastern,19372,forgiveness-and-new-beginnings,7,7,0,35
cham-eastern,19372,exploring-jesus,21,21,0,35
cham-western,2145,meaning-and-purpose,18,18,0,35
cham-western,2145,hope-and-perseverance,16,16,0,35
cham-western,2145,love-and-belonging,12,12,0,35
cham-western,2145,forgiveness-and-new-beginnings,7,7,0,35
cham-western,2145,exploring-jesus,21,21,0,35
chamacoco,140087,meaning-and-purpose,18,18,0,35
chamacoco,140087,hope-and-perseverance,16,16,0,35
chamacoco,140087,love-and-belonging,12,12,0,35
chamacoco,140087,forgiveness-and-new-beginnings,7,7,0,35
chamacoco,140087,exploring-jesus,21,21,0,35
chamari,97720,meaning-and-purpose,18,18,0,35
chamari,97720,hope-and-perseverance,16,16,0,35
chamari,97720,love-and-belonging,12,12,0,35
chamari,97720,forgiveness-and-new-beginnings,7,7,0,35
chamari,97720,exploring-jesus,21,21,0,35
chamba-daka,159038,meaning-and-purpose,18,18,0,35
chamba-daka,159038,hope-and-perseverance,16,16,0,35
chamba-daka,159038,love-and-belonging,12,12,0,35
chamba-daka,159038,forgiveness-and-new-beginnings,7,7,0,35
chamba-daka,159038,exploring-jesus,21,21,0,35
chambeali,5652,meaning-and-purpose,18,18,0,35
chambeali,5652,hope-and-perseverance,16,16,0,35
chambeali,5652,love-and-belonging,12,12,0,35
chambeali,5652,forgiveness-and-new-beginnings,7,7,0,35
chambeali,5652,exploring-jesus,21,21,0,35
chamling,50165,meaning-and-purpose,18,18,0,35
chamling,50165,hope-and-perseverance,16,16,0,35
chamling,50165,love-and-belonging,12,12,0,35
chamling,50165,forgiveness-and-new-beginnings,7,7,0,35
chamling,50165,exploring-jesus,21,21,0,35
chamorro,5379,meaning-and-purpose,19,19,0,47
chamorro,5379,hope-and-perseverance,19,18,1,48
chamorro,5379,love-and-belonging,20,19,1,48
chamorro,5379,forgiveness-and-new-beginnings,13,13,0,47
chamorro,5379,exploring-jesus,26,26,0,47
chara,140248,meaning-and-purpose,18,18,0,35
chara,140248,hope-and-perseverance,16,16,0,35
chara,140248,love-and-belonging,12,12,0,35
chara,140248,forgiveness-and-new-beginnings,7,7,0,35
chara,140248,exploring-jesus,21,21,0,35
chasu-pare,24223,meaning-and-purpose,18,18,0,35
chasu-pare,24223,hope-and-perseverance,16,16,0,35
chasu-pare,24223,love-and-belonging,12,12,0,35
chasu-pare,24223,forgiveness-and-new-beginnings,7,7,0,35
chasu-pare,24223,exploring-jesus,21,21,0,35
chatgaya-chittagonian-hindu,139131,meaning-and-purpose,23,23,0,57
chatgaya-chittagonian-hindu,139131,hope-and-perseverance,26,26,0,57
chatgaya-chittagonian-hindu,139131,love-and-belonging,20,19,1,58
chatgaya-chittagonian-hindu,139131,forgiveness-and-new-beginnings,10,9,1,58
chatgaya-chittagonian-hindu,139131,exploring-jesus,38,38,0,57
chatgaya-chittagonian-muslim,21674,meaning-and-purpose,23,23,0,56
chatgaya-chittagonian-muslim,21674,hope-and-perseverance,26,26,0,56
chatgaya-chittagonian-muslim,21674,love-and-belonging,20,19,1,57
chatgaya-chittagonian-muslim,21674,forgiveness-and-new-beginnings,10,9,1,57
chatgaya-chittagonian-muslim,21674,exploring-jesus,37,37,0,56
chatino-nopala,8282,meaning-and-purpose,18,18,0,35
chatino-nopala,8282,hope-and-perseverance,16,16,0,35
chatino-nopala,8282,love-and-belonging,12,12,0,35
chatino-nopala,8282,forgiveness-and-new-beginnings,7,7,0,35
chatino-nopala,8282,exploring-jesus,21,21,0,35
chatino-zenzontepec,8281,meaning-and-purpose,18,18,0,35
chatino-zenzontepec,8281,hope-and-perseverance,16,16,0,35
chatino-zenzontepec,8281,love-and-belonging,12,12,0,35
chatino-zenzontepec,8281,forgiveness-and-new-beginnings,7,7,0,35
chatino-zenzontepec,8281,exploring-jesus,21,21,0,35
chavacano,12791,meaning-and-purpose,18,18,0,35
chavacano,12791,hope-and-perseverance,16,16,0,35
chavacano,12791,love-and-belonging,12,12,0,35
chavacano,12791,forgiveness-and-new-beginnings,7,7,0,35
chavacano,12791,exploring-jesus,21,21,0,35
chechen,7139,meaning-and-purpose,18,18,0,35
chechen,7139,hope-and-perseverance,16,16,0,35
chechen,7139,love-and-belonging,12,12,0,35
chechen,7139,forgiveness-and-new-beginnings,7,7,0,35
chechen,7139,exploring-jesus,21,21,0,35
cheke-holo,144083,meaning-and-purpose,18,18,0,35
cheke-holo,144083,hope-and-perseverance,16,16,0,35
cheke-holo,144083,love-and-belonging,12,12,0,35
cheke-holo,144083,forgiveness-and-new-beginnings,7,7,0,35
cheke-holo,144083,exploring-jesus,21,21,0,35
cherepon,25991,meaning-and-purpose,18,18,0,35
cherepon,25991,hope-and-perseverance,16,16,0,35
cherepon,25991,love-and-belonging,12,12,0,35
cherepon,25991,forgiveness-and-new-beginnings,7,7,0,35
cherepon,25991,exploring-jesus,21,21,0,35
chhattisgarhi,6463,meaning-and-purpose,23,23,0,57
chhattisgarhi,6463,hope-and-perseverance,26,26,0,57
chhattisgarhi,6463,love-and-belonging,20,19,1,58
chhattisgarhi,6463,forgiveness-and-new-beginnings,10,9,1,58
chhattisgarhi,6463,exploring-jesus,38,38,0,57
chibi-setentrional,139134,meaning-and-purpose,18,18,0,35
chibi-setentrional,139134,hope-and-perseverance,16,16,0,35
chibi-setentrional,139134,love-and-belonging,12,12,0,35
chibi-setentrional,139134,forgiveness-and-new-beginnings,7,7,0,35
chibi-setentrional,139134,exploring-jesus,21,21,0,35
chichewa,20857,meaning-and-purpose,42,42,0,106
chichewa,20857,hope-and-perseverance,44,43,1,107
chichewa,20857,love-and-belonging,47,45,2,108
chichewa,20857,forgiveness-and-new-beginnings,29,28,1,107
chichewa,20857,exploring-jesus,52,52,0,106
chikunda,163660,meaning-and-purpose,18,18,0,35
chikunda,163660,hope-and-perseverance,16,16,0,35
chikunda,163660,love-and-belonging,12,12,0,35
chikunda,163660,forgiveness-and-new-beginnings,7,7,0,35
chikunda,163660,exploring-jesus,21,21,0,35
chilcotin,3099,meaning-and-purpose,18,18,0,35
chilcotin,3099,hope-and-perseverance,16,16,0,35
chilcotin,3099,love-and-belonging,12,12,0,35
chilcotin,3099,forgiveness-and-new-beginnings,7,7,0,35
chilcotin,3099,exploring-jesus,21,21,0,35
chin-asho,1181,meaning-and-purpose,18,18,0,35
chin-asho,1181,hope-and-perseverance,16,16,0,35
chin-asho,1181,love-and-belonging,12,12,0,35
chin-asho,1181,forgiveness-and-new-beginnings,7,7,0,35
chin-asho,1181,exploring-jesus,21,21,0,35
chin-falam,1192,meaning-and-purpose,18,18,0,35
chin-falam,1192,hope-and-perseverance,16,16,0,35
chin-falam,1192,love-and-belonging,12,12,0,35
chin-falam,1192,forgiveness-and-new-beginnings,7,7,0,35
chin-falam,1192,exploring-jesus,21,21,0,35
chin-khumi,1252,meaning-and-purpose,18,18,0,35
chin-khumi,1252,hope-and-perseverance,16,16,0,35
chin-khumi,1252,love-and-belonging,12,12,0,35
chin-khumi,1252,forgiveness-and-new-beginnings,7,7,0,35
chin-khumi,1252,exploring-jesus,21,21,0,35
chin-mun,8746,meaning-and-purpose,18,18,0,35
chin-mun,8746,hope-and-perseverance,16,16,0,35
chin-mun,8746,love-and-belonging,12,12,0,35
chin-mun,8746,forgiveness-and-new-beginnings,7,7,0,35
chin-mun,8746,exploring-jesus,21,21,0,35
chin-paite,5961,meaning-and-purpose,18,18,0,35
chin-paite,5961,hope-and-perseverance,16,16,0,35
chin-paite,5961,love-and-belonging,12,12,0,35
chin-paite,5961,forgiveness-and-new-beginnings,7,7,0,35
chin-paite,5961,exploring-jesus,21,21,0,35
chinantec-usila,97686,meaning-and-purpose,18,18,0,35
chinantec-usila,97686,hope-and-perseverance,16,16,0,35
chinantec-usila,97686,love-and-belonging,12,12,0,35
chinantec-usila,97686,forgiveness-and-new-beginnings,7,7,0,35
chinantec-usila,97686,exploring-jesus,21,21,0,35
chinanteco-quiotepec,8343,meaning-and-purpose,18,18,0,35
chinanteco-quiotepec,8343,hope-and-perseverance,16,16,0,35
chinanteco-quiotepec,8343,love-and-belonging,12,12,0,35
chinanteco-quiotepec,8343,forgiveness-and-new-beginnings,7,7,0,35
chinanteco-quiotepec,8343,exploring-jesus,21,21,0,35
chinanteco-tepetotutla,7922,meaning-and-purpose,18,18,0,35
chinanteco-tepetotutla,7922,hope-and-perseverance,16,16,0,35
chinanteco-tepetotutla,7922,love-and-belonging,12,12,0,35
chinanteco-tepetotutla,7922,forgiveness-and-new-beginnings,7,7,0,35
chinanteco-tepetotutla,7922,exploring-jesus,21,21,0,35
chinanteco-tlacoatzintepec,7926,meaning-and-purpose,18,18,0,35
chinanteco-tlacoatzintepec,7926,hope-and-perseverance,16,16,0,35
chinanteco-tlacoatzintepec,7926,love-and-belonging,12,12,0,35
chinanteco-tlacoatzintepec,7926,forgiveness-and-new-beginnings,7,7,0,35
chinanteco-tlacoatzintepec,7926,exploring-jesus,21,21,0,35
chinese-guiliu,53352,meaning-and-purpose,18,18,0,35
chinese-guiliu,53352,hope-and-perseverance,16,16,0,35
chinese-guiliu,53352,love-and-belonging,12,12,0,35
chinese-guiliu,53352,forgiveness-and-new-beginnings,7,7,0,35
chinese-guiliu,53352,exploring-jesus,21,21,0,35
chinese-hokkien-amoy,184515,meaning-and-purpose,23,23,0,57
chinese-hokkien-amoy,184515,hope-and-perseverance,27,27,0,57
chinese-hokkien-amoy,184515,love-and-belonging,21,20,1,58
chinese-hokkien-amoy,184515,forgiveness-and-new-beginnings,10,9,1,58
chinese-hokkien-amoy,184515,exploring-jesus,38,38,0,57
chinese-qinghai,24096,meaning-and-purpose,18,18,0,35
chinese-qinghai,24096,hope-and-perseverance,16,16,0,35
chinese-qinghai,24096,love-and-belonging,12,12,0,35
chinese-qinghai,24096,forgiveness-and-new-beginnings,7,7,0,35
chinese-qinghai,24096,exploring-jesus,21,21,0,35
chinese-sichuan,23062,meaning-and-purpose,18,18,0,35
chinese-sichuan,23062,hope-and-perseverance,16,16,0,35
chinese-sichuan,23062,love-and-belonging,12,12,0,35
chinese-sichuan,23062,forgiveness-and-new-beginnings,7,7,0,35
chinese-sichuan,23062,exploring-jesus,21,21,0,35
chinese-simplified,21754,meaning-and-purpose,22,22,0,51
chinese-simplified,21754,hope-and-perseverance,13,13,0,51
chinese-simplified,21754,love-and-belonging,14,14,0,51
chinese-simplified,21754,forgiveness-and-new-beginnings,12,11,1,52
chinese-simplified,21754,exploring-jesus,23,23,0,51
chinese-traditional,21753,meaning-and-purpose,17,17,0,31
chinese-traditional,21753,hope-and-perseverance,10,10,0,31
chinese-traditional,21753,love-and-belonging,11,11,0,31
chinese-traditional,21753,forgiveness-and-new-beginnings,6,5,1,32
chinese-traditional,21753,exploring-jesus,5,5,0,31
chinese-yunnan-kunming,23061,meaning-and-purpose,18,18,0,36
chinese-yunnan-kunming,23061,hope-and-perseverance,16,16,0,36
chinese-yunnan-kunming,23061,love-and-belonging,12,12,0,36
chinese-yunnan-kunming,23061,forgiveness-and-new-beginnings,7,7,0,36
chinese-yunnan-kunming,23061,exploring-jesus,22,22,0,36
chingoni,20084,meaning-and-purpose,18,18,0,35
chingoni,20084,hope-and-perseverance,16,16,0,35
chingoni,20084,love-and-belonging,12,12,0,35
chingoni,20084,forgiveness-and-new-beginnings,7,7,0,35
chingoni,20084,exploring-jesus,21,21,0,35
chitembo,47429,meaning-and-purpose,18,18,0,35
chitembo,47429,hope-and-perseverance,16,16,0,35
chitembo,47429,love-and-belonging,12,12,0,35
chitembo,47429,forgiveness-and-new-beginnings,7,7,0,35
chitembo,47429,exploring-jesus,21,21,0,35
chitwan-tharu,167552,meaning-and-purpose,18,18,0,35
chitwan-tharu,167552,hope-and-perseverance,16,16,0,35
chitwan-tharu,167552,love-and-belonging,12,12,0,35
chitwan-tharu,167552,forgiveness-and-new-beginnings,7,7,0,35
chitwan-tharu,167552,exploring-jesus,21,21,0,35
chodri,5648,meaning-and-purpose,18,18,0,35
chodri,5648,hope-and-perseverance,16,16,0,35
chodri,5648,love-and-belonging,12,12,0,35
chodri,5648,forgiveness-and-new-beginnings,7,7,0,35
chodri,5648,exploring-jesus,21,21,0,35
