videoId,videoCoreId,keywordId,keywordCoreId,value,languageId,keywordDeletedAt
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,d65d4203-e653-4712-a4cb-de3ed337d98a,40478432-5533-4d28-9a61-6bb600001110,relationship,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,543adb37-99d8-4b72-b5b9-96ae742d83d0,ce0bbabb-798d-4c3c-83f0-d45510101011,shame,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,9d306da9-1090-4581-923d-fe9d5a785bcb,ce0bbabb-798d-4c3c-83f0-d45510010101,series,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,e999d00a-f541-4331-a9c6-e7140415fc25,928f6cbc-9d2d-4c0a-ac40-fbf111101111,Perfect,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,f7ad9af4-8703-41f9-9c2d-02f351a50f2d,21164816-0107-4594-b4e6-6e8410011011,John 15:5,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,e052a777-7a82-42dd-b638-8c165bd0f905,21164816-0107-4594-b4e6-6e8410001110,John 15:1,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,dcf15a9a-f4bd-4666-aad6-2830d37c8c80,94878f9f-3bea-42f2-9b63-f48211100001,consider,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,fa0cc1ba-3041-4d93-9bc1-90c4b61553d5,0410f4a6-6571-4bc5-88ee-e39500011110,created,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,d72d9257-edf3-488d-ac61-6b7facd3e611,aa815985-9a42-4d81-aac8-da4900000101,Arabic,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,01b5fb78-9069-4ee5-b369-8a0e4b2ca129,aa815985-9a42-4d81-aac8-da4900100001,ashamed,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,80fa76c7-4f21-47de-872a-ea740635c356,7d4e008c-88d8-429c-99df-afec11000010,Ephesians 5:8,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,19babd7b-393d-471e-854e-cb42540e9fc8,7d4e008c-88d8-429c-99df-afec10011101,Ephesians 2:10,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,b4e066c6-5bff-4fb7-b6f1-fd973856308b,7450c506-32fb-49d1-97b9-7f7811011011,2 Corinthians 5:17,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,4f2ae285-2790-494d-81f8-a232bf8a00f5,7d4e008c-88d8-429c-99df-afec10011011,Ephesians 1:7,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,c967c8f5-e2c5-44de-8977-b7e0d65b0804,28d43a8d-f3a9-4684-b4f9-a0f510110101,affect,cmokkxw5v03uyqsccis58pea6,
cmp78s46p0fb6qm019zxtu9sx,7_0-nur07,e1698e3f-9c4a-4f18-87ad-fd58e9bfb0ef,3851325a-9e1c-4a1a-b042-8de001011001,failings,cmokkxw5v03uyqsccis58pea6,
