languageId,coreLanguageId,audioLanguageSlug,canonicalEnglishName,canonicalNameLocales,legacyEnglishNameMirror,bcp47,iso3,source,deletedAt,syncedAt,rawDubRows,rawVideos,rawLeafVideos,rawCollectionVideos,rawSeriesVideos,rawVideosWithDeclaredSource,publishedVideosWithDeclaredSource,publishedLeafDeclaredSources,publishedLeafHls,publishedLeafMux,publishedLeafHlsOnly,publishedCollectionDeclaredSources,publishedSeriesDeclaredSources,watchUnrestrictedPublishedLeafDeclared,curatedDeclaredLeafReferences,approvedCuratedDeclaredLeafReferences,curatedEditorialChoicesWithDeclaredLeafSource,approvedEditorialChoicesWithDeclaredLeafSource,uncuratedDeclaredLeafVideos,manifest_pass,manifest_failed,currentWebDisplayLocale,priorCurrentRecommendationStartUnique,priorCurrentRecommendationEligibleIdCeiling,rawLeafInventoryMeaning
cmok1kjzt00caqsv16eijh0eh,117883,gangam,Gangam,en,Gangam,gng,gng,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1nl4z012xqsv1ijqix3w0,140672,gao,Gao,en,Gao,gga,gga,core,,2026-09-03T07:00:06.934937+00:00,79,79,63,16,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
cmokkuy6a034eqsccctf961i2,24340,garasia-adiwasi,"Garasia, Adiwasi",en,"Garasia, Adiwasi",gas,gas,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkuyi5034hqscc3x69mg5g,24341,garasia-rajput,"Garasia, Rajput",en,"Garasia, Rajput",gra,gra,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokl007u04djqscccmxr6gok,6532,garhwali,Garhwali,en,Garhwali,gbm,gbm,core,,2026-09-03T07:00:06.934937+00:00,92,92,76,15,1,76,76,76,76,76,0,0,0,76,48,46,36,35,28,0,0,en,34,76,declared metadata; canonical identity and stream health not guaranteed
cmok1leuh00jrqsv1bl93p4fl,1277,garifuna,Garifuna,en,Garifuna,cab,cab,core,,2026-09-03T07:00:06.934937+00:00,79,79,64,15,0,64,64,64,64,64,0,0,0,64,35,34,35,34,29,0,0,en,33,64,declared metadata; canonical identity and stream health not guaranteed
cmok1konv00dfqsv1ejby880c,1204,garo,Garo,en|grt,Garo,grt,grt,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1nj37012fqsv1ayhf8j37,140566,gata,Gata',en,Gata',gaq,gaq,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1rqe30220qsv1vbqcdyov,1569,gaviao-do-jiparana,Gaviao Do Jiparana,en,Gaviao Do Jiparana,gvo,gvo,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkpvfp01voqsccdkknortg,184801,gavva,Gavva,en,Gavva,gdf,gdf,core,,2026-09-03T07:00:06.934937+00:00,79,79,64,15,0,64,64,64,64,64,0,0,0,64,35,34,35,34,29,0,0,en,33,64,declared metadata; canonical identity and stream health not guaranteed
cmokl2e7204yqqscc9jlbzio4,98458,gawri,Gawri,en,Gawri,gwc,gwc,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokl2ewa04ywqscc2rwfir6b,98476,gayil,Gayil,en,Gayil,gyl,gyl,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkotl601mnqsccuab5kg15,17807,gayo,Gayo,en,Gayo,gay,gay,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1jczz001rqsv1r083hq30,10085,gbagyi,Gbagyi,en,Gbagyi,gbr,gbr,core,,2026-09-03T07:00:06.934937+00:00,82,82,67,14,1,67,67,67,67,67,0,0,0,67,39,38,39,38,28,0,0,en,37,67,declared metadata; canonical identity and stream health not guaranteed
cmokkrbad0283qscc7a4h3cvf,19689,gbanu,Gbanu,en,Gbanu,gbv,gbv,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1jbwm001iqsv17txms8bh,10076,gbari,Gbari,en,Gbari,gby,gby,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokl2j0u04zwqsccy5l6fc2f,99152,gbaya-kresh-south-sudan,"Gbaya-Kresh, South Sudan",en,"Gbaya-Kresh, South Sudan",krs,krs,core,,2026-09-03T07:00:06.934937+00:00,132,132,116,15,1,116,116,116,116,116,0,0,0,116,67,63,57,54,49,0,0,en,53,116,declared metadata; canonical identity and stream health not guaranteed
cmokkvied039cqscchndj6gbm,2745,gbaya-northwest,"Gbaya, Northwest",en,"Gbaya, Northwest",gya,gya,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkv3cn035nqscc6f26crbs,2518,gbaya-southwest,"Gbaya, Southwest",en,"Gbaya, Southwest",gso,gso,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1j789000fqsv1hpun2ik3,100227,gbe-saxwe,"Gbe, Saxwe",en,"Gbe, Saxwe",sxw,sxw,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1oy2j01e1qsv13oa4xsc6,142348,gbe-tofin,"Gbe, Tofin",en,"Gbe, Tofin",tfi,tfi,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1paql01h2qsv1cqf4jruz,142827,gbe-weme,"Gbe, Weme",en,"Gbe, Weme",wem,wem,core,,2026-09-03T07:00:06.934937+00:00,75,75,62,13,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokktjsg02saqsccq0i97dqe,22651,gbeya,Gbeya,en,Gbeya,gbp,gbp,core,,2026-09-03T07:00:06.934937+00:00,82,82,67,14,1,67,67,67,67,67,0,0,0,67,39,38,39,38,28,0,0,en,37,67,declared metadata; canonical identity and stream health not guaranteed
cmokl0own04jpqscciwh5sd44,7658,gbii,Gbii,en,Gbii,ggb,ggb,core,,2026-09-03T07:00:06.934937+00:00,79,79,64,15,0,64,64,64,64,64,0,0,0,64,35,34,35,34,29,0,0,en,33,64,declared metadata; canonical identity and stream health not guaranteed
cmokktn4o02t3qscc3tet69sp,22819,ge,Ge,en,Ge,hmj,hmj,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkx46i03nyqsccn1ogcfk7,4704,gedeo,Gedeo,en,Gedeo,drs,drs,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1q4ge01o2qsv11pv2hunm,143904,gela,Gela,en,Gela,nlg,nlg,core,,2026-09-03T07:00:06.934937+00:00,79,79,63,16,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
cmok1lz0000ovqsv13kvgpabr,1342,gen-gbe,Gen-Gbe,en,Gen-Gbe,gej,gej,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkxl8s03saqsccxvslu4z4,5112,georgian,Georgian,en|ka,Georgian,ka,kat,core,,2026-09-03T07:00:06.934937+00:00,203,203,177,22,4,177,177,177,177,177,0,0,0,177,105,98,80,75,72,0,0,ka,0,0,declared metadata; canonical identity and stream health not guaranteed
cmok1p2sx01f4qsv1ju3wfanw,142505,gepo,Gepo,en,Gepo,ygp,ygp,core,,2026-09-03T07:00:06.934937+00:00,79,79,63,16,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
0c49aadd-a2b1-492c-8aec-2e27cb5619c3,2993,german-pennsylvania,Pennsylvania Dutch,en,Pennsylvania Dutch,pdc,pdc,core,,2026-09-03T07:00:06.934937+00:00,62,62,62,0,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1k7uu0096qsv1742bkiz7,1106,german-standard,"German, Standard",de|en,"German, Standard",de,deu,core,,2026-09-03T07:00:06.934937+00:00,506,506,443,37,26,443,443,443,443,443,0,0,0,443,186,176,161,153,257,0,0,de,148,435,declared metadata; canonical identity and stream health not guaranteed
cmok1nmv3013cqsv1g5dbi19e,140790,ghari,Ghari,en,Ghari,gri,gri,core,,2026-09-03T07:00:06.934937+00:00,75,75,62,13,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkvm9h03a9qscci4yuluwi,2908,ghomala,Ghomala,bbj|en,Ghomala,bbj,bbj,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1mowg00vaqsv11kpozhp0,139226,ghotuo,Ghotuo,en,Ghotuo,ikh,ikh,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1lj6l00ksqsv1a7snby0f,12840,giangan,Bogobo Klata,bgi|en,Bogobo Klata,bgi,bgi,core,,2026-09-03T07:00:06.934937+00:00,75,75,62,13,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1r44v01wuqsv1hz35c7b7,149219,gibaio,Gibaio,en,Gibaio,kiw,kiw,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1ncqz010xqsv1cb9he1q2,140297,gichuka,Gichuka,en,Gichuka,cuh,cuh,core,,2026-09-03T07:00:06.934937+00:00,132,132,116,15,1,115,115,115,115,115,0,0,0,115,67,63,57,54,48,0,0,en,53,115,declared metadata; canonical identity and stream health not guaranteed
cmokkxmr203spqsccilesvn6k,5166,gikyode,Gikyode,en,Gikyode,acd,acd,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokl04uu04epqsccq3afgx4d,6707,gilaki,Gilaki,en,Gilaki,glk,glk,core,,2026-09-03T07:00:06.934937+00:00,75,75,61,14,0,61,61,61,61,61,0,0,0,61,34,33,34,33,27,0,0,en,32,61,declared metadata; canonical identity and stream health not guaranteed
cmokkqi9u0211qscc35610r7c,185210,gilaki-rashti,"Gilaki, Rashti",en,"Gilaki, Rashti",glk,glk,core,,2026-09-03T07:00:06.934937+00:00,150,150,131,17,2,131,131,131,131,131,0,0,0,131,80,75,58,55,51,0,0,en,54,131,declared metadata; canonical identity and stream health not guaranteed
cmokkrp9d02biqscc6kvh5i3l,20117,giryama,Giryama,en,Giryama,nyf,nyf,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkqli4021sqscchffb4r65,185234,gisir,Gisir,en,Gisir,swj,swj,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokksv9g02m6qsccc36eaurm,20983,gitonga,Gitonga,en,Gitonga,toh,toh,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkviqd039fqscc68fkmi8o,2754,giziga-south,"Giziga, South",en,"Giziga, South",giz,giz,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1nlu50133qsv1s49slkpl,140740,glavda,Glavda,en,Glavda,glw,glw,core,,2026-09-03T07:00:06.934937+00:00,79,79,64,15,0,64,64,64,64,64,0,0,0,64,35,34,35,34,29,0,0,en,33,64,declared metadata; canonical identity and stream health not guaranteed
cmokkp6u001psqscc03lj03nw,184479,goan-konkani,Goan Konkani,en,Goan Konkani,gom,gom,core,,2026-09-03T07:00:06.934937+00:00,151,151,132,17,2,132,132,132,132,132,0,0,0,132,80,75,58,55,52,0,0,en,54,132,declared metadata; canonical identity and stream health not guaranteed
cmokkpq4901ufqsccs89hjnrl,184596,godie,Godie,en,Godie,god,god,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkwyla03mlqsccrfkmczgw,4634,gofa,Gofa,en,Gofa,gof,gof,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1oq2o01c7qsv1sphzpj0q,14206,gogo,Gogo,en,Gogo,gog,gog,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1kqhm00dwqsv1h42k5q7t,121129,goji,Goji,en,Goji,kuh,kuh,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkwkm503iyqscch2aqtpua,43229,gojri,Gojri,en,Gojri,gju,gju,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1ji6h0030qsv118j0bd02,10143,gokana,Gokana,en,Gokana,gkn,gkn,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokl0o6x04jjqscc2g2t5mdr,7617,gola,Gola,en,Gola,gol,gol,core,,2026-09-03T07:00:06.934937+00:00,82,82,67,14,1,67,67,67,67,67,0,0,0,67,39,38,39,38,28,0,0,en,37,67,declared metadata; canonical identity and stream health not guaranteed
cmokkrcr6028hqscc2ire1soo,19725,golin,Golin,en,Golin,gvf,gvf,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1r0lo01vxqsv1vtwp1eif,147829,gondi-aheri,"Gondi, Aheri",en,"Gondi, Aheri",esg,esg,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkzzue04dgqsccd7ku643i,6511,gondi-northern,"Gondi, Northern",en,"Gondi, Northern",gno,gno,core,,2026-09-03T07:00:06.934937+00:00,78,78,63,15,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
cmokkxpeg03tcqscclxi4zw99,5187,gonja,Gonja,en,Gonja,gjn,gjn,core,,2026-09-03T07:00:06.934937+00:00,82,82,67,14,1,67,67,67,67,67,0,0,0,67,39,38,39,38,28,0,0,en,37,67,declared metadata; canonical identity and stream health not guaranteed
cmokkrc3j028bqsccjynmo2kd,19716,gorontalo,Gorontalo,en,Gorontalo,gor,gor,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1lm7b00lkqsv1w2vrd5pj,1296,gourmanchema,Gourmanchema,en,Gourmanchema,gux,gux,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1nm7o0136qsv180r80ior,140770,gowlan,Gowlan,en,Gowlan,goj,goj,core,,2026-09-03T07:00:06.934937+00:00,79,79,63,16,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
cmok1nmjf0139qsv1w3jvzlse,140771,gowli,Gowli,en,Gowli,gok,gok,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkuh6l0305qsccubzst1u1,23926,grebo-northern,"Grebo, Northern",en,"Grebo, Northern",gbo,gbo,core,,2026-09-03T07:00:06.934937+00:00,82,82,67,14,1,67,67,67,67,67,0,0,0,67,39,38,39,38,28,0,0,en,37,67,declared metadata; canonical identity and stream health not guaranteed
cmokkxbc203pqqsccn6je23ct,483,greek,Greek,el|en,Greek,el,ell,core,,2026-09-03T07:00:06.934937+00:00,198,198,171,24,3,171,171,171,171,171,0,0,0,171,106,99,84,79,65,0,0,el,0,0,declared metadata; canonical identity and stream health not guaranteed
cmokkrcfh028eqsccn3xh5ubr,19720,guahibo,Guahibo,en,Guahibo,guh,guh,core,,2026-09-03T07:00:06.934937+00:00,79,79,63,16,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
cmok1rstk022lqsv192wg2aj9,1582,guajajara,Guajajara,en,Guajajara,gub,gub,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkwgki03i1qscc2db73s5c,4230,guambiano,Guambiano,en,Guambiano,gum,gum,core,,2026-09-03T07:00:06.934937+00:00,79,79,63,16,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
cmokks6d102fuqsccjae278l6,20631,guarani-bolivian-eastern,"Guarani, Bolivian, Eastern",en|gui,"Guarani, Bolivian, Eastern",gui,gui,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkzo6q04agqscch0fetol1,623,guarani-mbya,"Guarani, Mbya",en|gun,"Guarani, Mbya",gun,gun,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1kt2w00ehqsv1bov3v3hs,12327,guarani-paraguayan,"Guarani, Paraguayan",en|gug,"Guarani, Paraguayan",gug,gug,core,,2026-09-03T07:00:06.934937+00:00,120,120,100,19,1,100,100,100,100,100,0,0,0,100,61,58,49,47,39,0,0,en,43,98,declared metadata; canonical identity and stream health not guaranteed
cmokkpylc01wfqscc4tth77bx,184828,guarani-western-bolivian,"Guarani, Western Bolivian",en,"Guarani, Western Bolivian",gnw,gnw,core,,2026-09-03T07:00:06.934937+00:00,79,79,63,16,0,63,63,63,63,63,0,0,0,63,35,34,35,34,28,0,0,en,33,63,declared metadata; canonical identity and stream health not guaranteed
cmok1k282007uqsv1hm9vkuve,10597,guaymi,Guaymi,en,Guaymi,gym,gym,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1rzsv024aqsv1y8ngzofq,16048,guere-central,"Guere, Central",en,"Guere, Central",gxx,gxx,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1r4go01wxqsv1kxhs7x10,149408,guina-ang-kalinga,Guina-Ang Kalinga,en,Guina-Ang Kalinga,knb,knb,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokl02ch04e1qsccjzxndnvu,6600,gujarati,Gujarati,en|gu,Gujarati,gu,guj,core,,2026-09-03T07:00:06.934937+00:00,329,329,297,26,6,297,297,297,297,297,0,0,0,297,140,131,118,111,157,0,0,gu,0,0,declared metadata; canonical identity and stream health not guaranteed
cmokkx3he03nsqsccjenr3hkn,4699,guji,Guji,en,Guji,gax,gax,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1lmut00lqqsv1vqdv7maa,1297,gun-gbe,Gun-Gbe,en,Gun-Gbe,guw,guw,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1qz7801vlqsv1w8ar90hb,14710,gungu,Gungu,en,Gungu,rub,rub,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkx21l03ngqsccn3ek4ehe,4684,gurage-sodo,"Gurage, Sodo",en,"Gurage, Sodo",gru,gru,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkx17a03n8qscc0gd8xqqk,4676,gurage-west,"Gurage, West",en,"Gurage, West",sgw,sgw,core,,2026-09-03T07:00:06.934937+00:00,132,132,116,15,1,116,116,116,116,116,0,0,0,116,67,63,57,54,49,0,0,en,53,116,declared metadata; canonical identity and stream health not guaranteed
cmokks4xf02fhqsccm58bxxj0,2062,gurenne,Gurenne,en,Gurenne,gur,gur,core,,2026-09-03T07:00:06.934937+00:00,82,82,67,14,1,67,67,67,67,67,0,0,0,67,39,38,39,38,28,0,0,en,37,67,declared metadata; canonical identity and stream health not guaranteed
cmok1nlig0130qsv1ss1d85by,140675,gurgula,Gurgula,en,Gurgula,ggg,ggg,core,,2026-09-03T07:00:06.934937+00:00,131,131,116,14,1,115,115,115,115,115,0,0,0,115,67,63,57,54,48,0,0,en,53,115,declared metadata; canonical identity and stream health not guaranteed
cmok1s0xe024jqsv1usz9l6c2,16064,guro,Guro,en,Guro,goa,goa,core,,2026-09-03T07:00:06.934937+00:00,138,138,121,15,2,121,121,121,121,121,0,0,0,121,71,67,61,58,50,0,0,en,57,121,declared metadata; canonical identity and stream health not guaranteed
cmokkzzem04dbqscc4xubrndu,6485,gurung,Gurung,en|gvr,Gurung,gvr,gvr,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokl0gh404hlqsccsaxloazp,7326,gusii,Gusii,en,Gusii,guz,guz,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkpkwy01t9qscceudlygzo,184548,gutob-gadaba,Gutob Gadaba,en,Gutob Gadaba,gbj,gbj,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokksahc02gyqscc1govivgn,20693,guyanese-creole,Guyanese Creole,en,Guyanese Creole,gyn,gyn,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1qxzg01vaqsv1h9csbbvw,14692,gwere,Gwere,en,Gwere,gwr,gwr,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmok1mc7g00s5qsv1bfrbtcak,139090,gyaazi,Gyaazi,en,Gyaazi,gji,gyz,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokkx0u503n5qsccqucnkta5,4667,hadiyya,Hadiyya,en,Hadiyya,hdy,hdy,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
cmokksat402h1qsccxjy5etrf,20696,hadothi,Hadothi,en,Hadothi,hoj,hoj,core,,2026-09-03T07:00:06.934937+00:00,79,79,64,15,0,64,64,64,64,64,0,0,0,64,35,34,35,34,29,0,0,en,33,64,declared metadata; canonical identity and stream health not guaranteed
cmok1no9f013oqsv1rktv1rxu,140867,hadza,Hadza,en,Hadza,hts,hts,core,,2026-09-03T07:00:06.934937+00:00,76,76,62,14,0,62,62,62,62,62,0,0,0,62,35,34,35,34,27,0,0,en,33,62,declared metadata; canonical identity and stream health not guaranteed
