id,slug,bcp47
184902,saptari,thq
184903,bara-tharu,thq
184907,bajureli,npi
184911,javanese-banyumasan,jav
184917,beja-bidhaawyeet,bej
184922,awadhi-nepal,awa
184924,santhali-nepal,sat
184933,limba-tonko-sella,lia
184936,balangin-indo,knx
184939,maithili-nepal,mai
184943,ngombe-south,ngc
184944,ngombe-north,ngc
184990,kobo,okc
185002,kutia,ort
185003,davik-kui,dwk
185021,english-british,eng
185058,bugis-soppeng,bug
185061,doti-doteli,dty
185063,dangali-tharu,thl
185078,tajpuriya,rjs
18509,lak,lbe
185129,ruwila,rwl
18518,balkar,krc
185190,sunda-alus,sun
185191,sundanese-banten,sun
185193,nusa-penida,ban
185194,ledo-taa,lew
185195,tontemboan-makelai,tnt
185197,iranun-western,ilp
185198,iranun-eastern,ilp
185199,asante-twi,aka
185207,siddi,kan
18521,komi-zyrian,kpv
185210,gilaki-rashti,glk
185211,uyghur-central-asia,uig
185219,assamese-muslim,asm
185221,english-african,eng
185226,obamba,mdt
185227,kinyamulenge,kin
185228,kenyah-badeng,xkl
185230,lipovan,rus
185232,daani,bmq
185234,gisir,swj
185246,dogon-togo-kan,dtk
185249,sengwer,enb
185251,ikhin,ikh
185254,uneme-south,une
185256,bru-van-kieu,bru
185257,saraiki-megwhal,skr
18528,komi-permyak,koi
185328,sindhi-sansi,ssi
185329,heiyi-zhuang-minz,zgm
185330,wana-taa,pmf
185332,traditional-japanese,jpn
185333,zhuang-dejing,zyg
185334,ribeirinho,por
185335,tigwahanon-manobo,mbt
185337,talaandig-manobo,bkd
185338,tinonanon-manobo,obo
185339,umajamnon-manobo,msm
185340,langilan-manobo,atd
185345,visualvernacular,ase
185354,bouyei-qianxi,pcc
185355,arabic-khuzestani,acm
185359,yao-baiku-naogelao,bwx
18555,ingush,inh
18574,chuvash,cv
18606,udmurt,udm
18617,tabassaran,tab
18634,nogai,nog
1869,rikbaktsa,rkb
18698,aukaans,djk
18715,saramaccan,srm
1872,brazilian-sign-language,bzs
1873,bororo,bor
1884,bakairi,bkq
1889,apurina,apu
1890,apinaye,apn
18922,zuni,zun
19002,tiwa-northern,twf
19097,navaho,nv
19171,american-sign-language,ase
1918,lundayeh,lnd
19191,muong,mtq
19200,mnong-rlam,mng
1924,iban,iba
19241,koho,kpm
1927,malay,ms
19317,roglai-northern,rog
1935,gagauz,gag
19372,cham-eastern,cjm
19391,bahnar,bdq
1942,turkish,tr
1944,russian-sign-language,rsl
19468,awutu,afu
19495,yaka,axk
19504,yemba,ybb
19508,bassa,bsq
19518,bench,bcq
19521,pamona,pmf
1953,romani-balkan,rmn
19537,bima,bhp
19547,bada,bhz
19558,kom,bkm
19560,bakumpai,bkr
19571,bembe,bmb
19581,bolewa,bol
19594,bodo,brx
19606,bukusu,bxk
19610,buli,bwu
19617,bali-madya,ban
1964,bulgarian,bg
19652,dimasa,dis
19669,ende,end
19685,gadsup,gaj
19689,gbanu,gbv
19705,galician,gl
19716,gorontalo,gor
19720,guahibo,guh
19725,golin,gvf
19733,igiha,haq
19738,hiligaynon,hil
19739,halbi,hlb
19747,hre,hre
19759,ila,ilb
19766,cirebon,jv-x-Cirebon
19767,javanese-banten,jv-ID-BT
19800,khandesi,khn
19803,kele,khy
19822,dera,kna
19854,kuman,kue
19877,karang,kzr
19884,lango-uganda,laj
19898,lenje,leh
19908,lisu,lis
19912,rampi,lje
19922,loko,lok
19936,luo,luo
19951,mada,mda
19953,mbala,mdp
19985,malayalam,ml
19988,mawchi,mke
2000,tamasheq-kidal,taq
20007,mono,mnh
20010,mon,mnw
20025,mamuju,mqx
2005,soninke,snk
20061,naasioi,nas
20070,ndali,ndh
20077,ngombe,ngc
20084,chingoni,xnj
20089,nias,nia
20117,giryama,nyf
20118,ama,nyi
20138,pagoe,pgu
20163,bambam,ptu
2018,samo,sbd
20196,sakata,skt
20199,sangu,sbp
20208,shughni,sgh
2021,nuni-southern,nnw
20211,karanga,sn-kth
20223,slavey,xsl
20248,siang,sya
20259,tondano,tdn
20269,tharaka,thk
20270,tunjung,tjg
2028,moore,mos
20285,toma,tod
2029,moba,mfq
20293,tswa,tsc
20318,vwanji,wbi
20324,maiwa,wmm
20332,wasa,wss
2035,lyele,lee
2045,kusaal-western,kus
2046,koromfe,kfz
20521,dhopadhola,adh
20522,adygey,ady
20526,albanian,sq
20528,albanian-kosovar,sq-aln
20531,arabic-chadian-spoken,ar-shu
20533,arabic-egyptian-colloquial,ar-arz
20538,arabic-north-african,ar-aao
20547,arabic-tunisian,ar-aeb
20550,armenian-western,hy-arevmda
20551,assyrian,aii
20581,bosnian,bs
20587,bundel-khandi,bns
20592,chaldean,cld
20601,cantonese,yue
20611,hakka,hak
20615,mandarin-china,zh
2062,gurenne,gur
20623,shanghainese,wuu
20627,xiang,hsn
20631,guarani-bolivian-eastern,gui
20637,trukese,chk
20644,dargin,dar
20651,dogri,dgo
20654,dusun,dtp
20662,fanakalo,fng
20665,fijian,fj
2067,cerma,cme
20675,luganda,lg
20679,kikuyu,ki
20693,guyanese-creole,gyn
20696,hadothi,hoj
20717,itawis,itv
2073,bobo-madare-southern,bwq
20730,kikamba,kam
20736,ngakarimojong,kdj
20738,karai-karai,kai
2074,bwamu-laa-laa,bwj
2075,bambara,bm
20750,kru,klu
20753,konso,kxc
20754,kikongo,kng
20770,kurmanji-standard,ko-kmr
20777,lambadi,lmn
20785,luragoli,rag
20789,tai-lue,khb
20790,tshiluba,lua
20791,kiluba,lu
20794,wanga-luhya,lwg
20796,macedonian,mk
20805,tsimihety,xmw
2081,bomu,bmq
20814,mewari,mtr
20815,lumasaba,myx
20824,kimeru,mer
20830,atitlan-mixe,neq
20842,nagamese,nag
20843,aztec-nahuatl-guerrero,ngu
20849,kinandi,nnb
20851,ndebele-northern,nd
20852,ndebele-southern,nr
20857,chichewa,ny
20859,runyankole,nyn
20861,runyoro,nyo
20863,desia,dso
20871,kapampangan,pam
20880,pohnpeian,pon
20896,kirundi,rn
20899,central-asian-russian,ru-143
20900,kinyarwanda,rw
20902,sadani,sck
20905,sambal,xsb
20908,sangihe,sxn
20917,minianka,myk
20919,mashi,shr
20926,lusoga,xog
20944,kambera,xbr
20947,siswati,ss
20963,ateso,teo
20964,teso-kenyan,teo
20965,otetela,tll
20967,isan,tts
20969,thai-southern,th-sou
20977,mephaa,tcf
20983,gitonga,toh
20984,tonga-zambezi,toi
20989,tsishingini,tsw
21002,wewewa,wew
21012,mayan,yua
21027,romani-kalderash-western,rmy-kal
21028,spanish-latin-american,es
2104,jula,dyu
21046,spanish-castilian,es-ES
21061,arabic-iraqi-baghdadi,ar-acm
21064,portuguese-portugal,pt-PT
21094,tonga-malawi,tog
21096,kurmanji-cis,kmr
21118,thai-northern,th-nod
21120,hiri-motu,ho
2116,fulfulde-jelgoore,fuh
21197,kreol-mauricean,mfe
21199,kalaallisut-greenlandic,kl
21205,ejagham-western,etu
21211,hui,czh
21231,sranan-tongo,srn
21236,ogoni,ogo
21247,toraja,sda
21248,makasar,mak
2145,cham-western,cja
21554,altai,alt
21577,bedamuni,beo
21578,flemish,nld
2159,mnong-central,cmo
21637,pak-pak-dairi,btd
21661,kachchhi,kfr
21662,pao,blk
21674,chatgaya-chittagonian-muslim,ctg
2173,kuy,kdt
21740,itsekiri,its
21753,chinese-traditional,zh-hant
21754,chinese-simplified,zh-hans
21773,kayan,pdu
21795,lhasa-tibetan,bo
21963,bijago,bjg
22094,shui,swi
22098,yao-iu-mien,ium
22100,bicolano,bcl
22176,nigerian-pidgin-english,pcm
22193,ngas,anc
22194,tchien-krahn,kqo
22195,kiyombe,yom
22196,kisanga,sng
22197,dagaari-northern,dgi
22203,lubwisi,tlj
22205,jukun,juk
22293,inner-mongolian,mvf
22334,romani-caldarasi,rmy
22335,crimean-tatar,crh
22379,kintandu,ndl
22439,kafa,kbr
2249,yamba,yam
22499,jorai,jra
22500,vietnamese-northern,vi-x-Northern
22563,urdu-indian,urd
22564,nyishi,njz
2261,pidgin-cameroon,wes
22640,sara,mwm
22645,higgi,hig
22651,gbeya,gbp
22652,kilega,lea
22658,arabic-modern-standard,ar
22679,kendayan-kanayatn,knx
22682,dangi,dhn
22684,dersim-zazaki,kiu
22685,deccani,dcc
2281,tupuri,tui
22812,a-hmao,hmd
22819,ge,hmj
22826,hmong-shuad,hmz
22838,li-qi,lic
22839,lipo-eastern,lpo
22842,miao-huishui-northern,hmi
22847,nasu-eastern,ywq
2285,tiv,tiv
22863,suodi,ii
22909,kasem-burkina-faso,xsm
22910,kasem-ghana,xsm-GH
22928,nosu-tianba,iii
22929,nosu-yinuo,iii
23017,horned-miao,hrm
23019,li-bendi,lic
2303,ngambay,sba
23033,foochow,cdo
23044,lhao-vo,mhx
23047,sharchogpa,tsj
23061,chinese-yunnan-kunming,zh-CN-53-x-Kunming
23062,chinese-sichuan,zh-CN-51
23075,teochew,nan-x-Teochew
23089,amdo-tibetan,adx
23135,tzeltal-tenango,tzh-x-Tenango
23154,lokaa,yaz
23156,english-north-american-indigenous,en-nai
23178,swahili-tanzania,sw
23179,swahili-kenya,sw-swh-KE
23180,zhuang-northern-yongbei,zyb
23181,zhuang-northern-hongshuihe,zch
23192,antandroy,mg-tdx
23196,masikoro,msh
23221,mandarin-taiwan,zh-Hant-TW
23225,khampa-eastern,khg
23226,rajbangsi-india,rjs
23250,bishnupriya,bpy
23258,dungra-bhil,duh
2329,mbembe-tigon,nza
2331,lamnso,lns
23313,rathawi,rtw
23316,surjapuri,sjp
23325,buksa,tkb
23326,yerukula,yeu
23330,angika,anp
23342,dubli,dub
23388,swahili-congo,sw-swc
23403,panchpargania,tdb
2344,ngomba,jgo
2348,ngiemboon,nnh
23491,chokwe-congo,cjk-CD
23492,chokwe-angola,cjk
23511,balanta-ganja,bjt
23514,basque,eu
23520,kono-sierra-leone,kno
23524,zande-drc,zne
23525,zande-south-sudan,zne-Sd
23526,tigrinya-eritrea,ti
23528,tok-pisin,tpi
23548,rajbanshi-nepal,rjs-NP
23549,kayah-li-western,kyu
23563,karbi,mjw
23569,kuki,tcz
2357,ngombale,nla
23578,mizo-lushai,lus
2363,nzanyi,nja
2364,noone,nhu
23692,kulvi,kfx
23714,tharu-dangaura,thl
23743,luri-luristan-province-iran,lrc
23797,sadri-oraon,sdr
23800,mardini,ar-ayp
23874,clela,dri
23920,fulfulde-western-niger,fuh
23922,mofu-gudur,mif
23924,cogui,kog
23926,grebo-northern,gbo
23936,tzeltal-oxchuc,tzh
23941,asheninca-pichis,cpu
23979,manjaku,mfv
23981,lugbara,lgg
23992,mixteco-monte-verde,xtn
24000,korean-north,ko-x-North
24007,mixteco-terroro-venado,mxv
24010,basa,bzw
24012,songai-timbuktu,khq
24014,fulfulde-adamawa,fub
24018,fang-equatorial-guinea,fan
24019,fang-gabon,fan-GA
24024,khmer-central-m,km-khm
24038,fulfulde-caka-nigeria,fuv
24043,rai-bantawa,bap
24068,sunuwar,suz
24091,budu-nita,buu-x-Nita
24092,budu-koya,buu-x-Koya
24095,iyansi,yns
24096,chinese-qinghai,cmn
24120,sakalava-analalava,skg-x-Analalava
24121,sakalava-besalampy,skg
24140,nyiramba,nim
24141,vunjo-chagga,vun
24142,mashami-chagga,jmc
24145,suryoyo,tru
24156,samarkand-tajik,tg-x-Samarkand
24161,tsuvadi,tvd
24173,adi,adi
24177,mising,mrg
24211,lio,ljl
24216,zing,mzm-x-Zing
24218,jama-mapun,sjm
24223,chasu-pare,asa
24235,sama-bangingi,sse
24249,santali-india,sat
24263,rohingya,rhg
24267,dinka-northeastern-padang,dip
24273,dinka-rek,dik
24293,burmese-musselmani,my
24295,ndruna,niy
2430,muyang,muy
24309,tajik,tg
24314,manado,xmm
24340,garasia-adiwasi,gas
24341,garasia-rajput,gra
24343,dhundari,dhd
24359,kalagan-eastern,kqe-x-Eastern
24360,kalagen-western,kqe-x-Western
2440,mundani,mnf
24409,galo,adl
2441,mumuye,mzm
24410,marakwet,enb
24413,maninka-konyanka,mku
24416,shekhawati,swv
24433,southern-nisu,nsd
2449,musgu,mug
2453,mundang,mua
2485,mungaka,mhk
2518,gbaya-southwest,gso
2530,makaa,mcp
2538,masana,mcn
2556,mafa,maf
2561,peve,lme
2565,limbum,lmp
2590,kuteb,kub
25916,bai-southern,bfs
25919,bareli-rathwi,bgd
25991,cherepon,cpn
2614,kanuri-yerwa,knc
26152,mango,mge
26162,mixtec-ayutla,miy
26184,inor,ior
26248,dogon-tomo-kan,dtm
26270,fernando-po-creole-english,fpe
26302,quechua-margos-yarowilca-lauricocha,qvm
26359,sirmauri,srx
26378,teke-tege,teg
2639,kako,kkj
2641,kuo,xuo
26416,ngbandi-ngiri,nbw
26419,nahuatl-central-huasteca,nch
26497,yom,pil
26664,malagasy-northern-betsimisaraka,mg-bmm
26816,ede-ica,ica
26862,takwane,tke
26934,zapotec-san-pedro-quiatoni,zpf
26972,malagasy-tanosy,mg-txy
27039,quechua-eastern-apurimac,qve
2713,ewondo,ewo
27145,dogon-toro-so,dts
27147,fa-dambu,fab
27152,ga,gaa
27157,qiang-southern,qxs
27226,malagasy-southern-betsimisaraka,mg-bzc
27261,lolo,llb
27269,ninzo,nin
2728,efik,efi
2745,gbaya-northwest,gya
2754,giziga-south,giz
2788,bokyi,bky
28054,bangjinge,bsj
28132,bette,btt
2819,bafut,bfd
2854,duala,dua
2865,daba,dbq
2871,medumba,byv
2884,bulu,bum
2894,akoose,bss
2908,ghomala,bbj
2912,bamun,bax
2923,basaa,bas
2993,german-pennsylvania,pdc
3001,ojibwa-western,ojw
3076,inuktitut-eastern-canadian,ike
3087,cree-western,crk
3099,chilcotin,clc
3105,blackfoot,bla
3122,yakpa-1,bjo
3144,yakoma,yky
3156,sango,sg
3161,nzakara,nzk
3171,mandja,mzv
3191,kaba,ksp
3207,mpyemo,mcx
32122,migili,mgi
32807,jenjo,jen
3299,daza,dzg
351,brahui,brh
353,balochi-western,bgn
3531,masalit,mls
3534,marba,mpg
355,azerbaijani-iran,azb
3645,kanembu,kbl
3667,fulfulde-bagirmi,fui
3697,achang,acn
371,kazakh,kk
3710,zaiwa,atb
3712,akha,ahk
3717,dongnu,bwx
3732,nosu-shengzha,iii
374,pashto-yusufzai,pbu
37411,ishinyiha,nih
37552,nangjere,nnc
3786,daur,dta
3787,dong-northern,doc
3792,cun,cuq
3794,lahu,lhu
3803,dong-southern,kmc
3804,korean,ko
3816,khakas,kjh
3817,khmu,kjg
38242,arabic-juba,pga
3832,kalmyk-oirat,xal
3887,vietnamese,vi
3888,uzbek-northern,uzn
389,sindhi,sd
3892,tuvin,tyv
3910,tai-nua,tdd
3924,salar,slr
3929,sherpa,xsr
3933,dongxiang,sce
3934,russian,ru
3936,palaung-rumai,rbb
3948,bai,bca
3957,palaung-pale,pce
3960,bouyei,pcc
3964,lingao,onb
3974,naxi,nxq
3976,haniq-beeqhongq,how
4012,hmong-daw,mww
4031,maonan,mmd
4045,lashi,lsi
406,uzbek-southern,uzs
407,urdu,ur
4088,jingpho,kac
410,uyghur,ug
4101,zhuang-liujiang,zlj
411,tatar,tt
41117,letuama-tanimuca,tnc
4148,yucuna,ycn
4178,piaroa,pid
4181,paez,pbb
4187,waumeo,noa
420,turkmen,tk
42106,manga,kby
4230,guambiano,gum
4232,wayuu,guc
4246,embera-catio,cto
4247,colombian-sign-language,csn
4250,koreguaje,coe
427,nawary,rmt
4276,beembe,beq
4295,vili,vif
4309,teke-central,TEC
4310,ipunu,puu
4312,njebi,nzb
43229,gojri,gju
4327,ngbaka,nga
4334,munukutuba,mkw
4336,mbosi,mdw
4343,lobala,loq
4344,lingala,ln
4350,laadi,ldi
4360,bangi,bni
4394,costa-rican-sign-language,csr
4415,italian,it
4432,czech,cs
4450,romani-carpathian,rmc
4451,polish,pl
4454,danish,da
4455,faroese,fo
4466,somali,so
4468,afar,aa
4472,lesser-antillean-creole-french,gcf
4473,haitian-creole,ht
44748,rigwe,iri
448,karakalpak,kaa
4481,quichua-highland-chimborazo,qug
4499,shuar,jiv
450,hazaragi,haz
4501,chachi,cbi
4532,arabic-saidi-spoken,ar-aec
4547,krio,kri
4575,tigre,tig
4576,tigrinya-ethiopia,ti-ER
4585,kunama,kun
4593,blin,byn
4601,estonian,et
4633,dawro,dwr
4634,gofa,gof
4635,gamo,gmv
4644,sidamo,sid
4655,kambaata,ktb
4656,koorete,kqy
4665,yemsa,jnj
4667,hadiyya,hdy
4676,gurage-west,sgw
46771,punjabi,pa
4684,gurage-sodo,gru
4694,dirasha,gdl
4695,oromo-west-central,gaz
46969,rukuba,ruk
4699,guji,gax
4700,oromo-borana-arsi-guji,gax
4704,gedeo,drs
4724,xamtanga,xan
4734,wolaytta,wal
4739,suri-tirmaga-chai,suq
47429,chitembo,tbt
4752,nuer,nus
4764,murle,mur
4767,malo,mfx
4768,male,mdy
4779,basketto,bst
4790,anuak,anu
4791,amharic,am
4792,hamer-banna,amf
4793,alaba,alw
4797,aari,aiw
4812,kiribati,gil
4820,finnish,fi
4823,swedish,sv
483,greek,el
4835,karelian,krl
49141,buurak,bys
49145,western-carib,car
494,kabyle,kab
4940,javanese-caribbean,jvn
4950,tahitian,ty
496,french,fr
50087,kifuliiru,flr
50165,chamling,rab
5019,tsogo,tsv
5038,mansoanka,msw
5040,mandinka,mnk
5042,mankanya,knf
5048,fulfulde-pulaar,fuc-x-Fulfulde
5050,fulacunda,fuc
5058,serere-sine,srr
5059,crioulo-upper-guinea,pov
5069,jola-fogny,dyo
507,tachelhit,shi
5074,abkhaz,abk
5076,mingrelian,xmf
50836,adangme,ada
5089,osetin,os
5112,georgian,ka
512,tamazight-central-atlas,tzm
5130,yiddish,ydd
5166,gikyode,acd
51689,pipero,pip
5170,ahanta,aha
5171,ntcham,bud
5173,birifor-southern,biv
5174,bimoba,bim
5183,fulfulde-maasina,ffm
5187,gonja,gjn
5188,dagaari-southern,dga
5206,sisaala-tumulung,sil
5209,pasaale,sig
5210,sehwi,sfw
5213,nzema,nzi
5220,nawdm,nmz
5224,kulango-bouna,nku
5228,nafaanra,nfr
5232,chumburung,ncu
5240,mampruli,maw
525,arabic-algerian-spoken,ar-arq
5251,lelemi,lef
5257,kulango-bondoukou,kzc
5261,kusaal-eastern,kus
5276,wali,wlx
5279,vagla,vag
5288,fante,fat
529,english,en
5291,tampulma,tpm
5296,akposo,kpo
530,samoan,sm
5302,konkomba,xon
5303,konni,kma
53095,namwanga,mwn
531,catalan-valencian-balear,ca
5319,hanga,hag
53287,dhivehi,dv
53297,tetun-belu,tet
53298,karnali,jml
53299,kyrgyz,ky
53300,fiji-hindi,hif
5331,ewe,ee
53312,ywom,gek
53313,mgbolizhia,gmz
53321,balanta-naga,ble-x-Naga
53326,dendi-djougou,ddn
53327,khoekhoegowab,naq
5333,anyin,any
53330,bacama-bwatiye,bcy
53333,kurdi-behdini,kmr
53345,levantine-turkmen,tuk
53346,mro,cmr
53347,arabic-palestinian,ar-ajp
53352,chinese-guiliu,zh-x-Guiliu
53355,dadeldhureli,dty
53370,songhay-gao,ses
5338,adele,ade
53389,awgni,awn
53392,takuu-nakumanu,nho
53394,jola-felupe,eja
53395,dijim-cham,cfa
53400,dari,prs
53401,kinyakyusa-tanzania,nyy
53402,zul,plj
53403,obo-manobo,obo
53409,djola-bayote,bda
53417,senoufo-tagbana,tgw
53418,fur,fvr
53421,carib-eastern,car-x-Eastern
53422,otuho-lotuko,lot
53423,lis-ma-ron,cla
53424,french-african,fra
53430,kuna,cuk
53431,kabuverdianu-sotaventu,kea
53432,kolokuma-izon,ijc
53433,ngbugu,lnl
53434,banda-linda,liy
53435,bhogoto,bdt
53438,syriac,syc
53441,arabic-modern-standard-egyptian,ar-arb-EG
5379,chamorro,ch
5392,cakchiquel-western,cak
5397,cakchiquel-eastern,cak
5398,quiche-joyabaj,quc
5399,quiche-central,quc
5408,mam-central,mam-x-Central
5410,mam-tajumulco,mam-x-Tajumulco
5415,jacalteco-western,jac
5420,ixil-nebaj,ixl
5425,quiche-west-central,quc
5427,mam-northern,mam
5428,acateco,knj
5431,uspanteco,usp
5433,tzutujil-eastern,tzj
5437,cakchiquel-south-central,cak
5439,cakchiquel-central,cak
5441,achi-rabinal,acr
5446,papel,pbo
545,kongo-san-salvador,kwy
5450,maninka,emk
5456,kpelle-guinea,gkp
5459,fuuta-jalon,fuf
5462,dan,dnj
5468,yalunka,yal
547,kwangali,kwn
5470,susu,sus
5472,mano,mev
548,kwanyama,kj
5481,kissi-northern,kqs
5485,kuranko,knk
5500,warao,wba
5511,hindi-caribbean,hns
5527,miskito,miq
554,luvale,lue
5541,serbian,sr
5545,slovak,sk
5546,romanian,ro
555,luchazi,lch
5563,icelandic,is
5603,awadhi,awa
5611,braj-bhasha,bra
5612,bazigar,bfr
5613,badaga,bfq
5625,kangri,xnr
564,umbundu,umb
5647,churahi,cdj
5648,chodri,cdi
5652,chambeali,cdh
5667,bhojpuri,bho
5671,bhadrawahi,bhd
569,kimbundu,kmb
5695,bhili,bhb
5696,bharia,bha
5697,bhatri,bgw
5699,bagri,bgq
570,mbukushu,mhw
5700,balochi-eastern,bgp
5703,bauria,bge
5709,haryanvi,bgc
573,lunda,lun
5766,wagdi,wbr
5767,waddar,wbq
5771,varli,vav
5772,vasavi,vas
580,yaka-drcongo,yaf
581,xun,xuu
5829,tulu,tcy
583,ruund,rnd
584,portuguese-brazil,pt
5848,telugu,te
5871,tamil,ta
5872,tamang-eastern,taj
5879,sora,srb
588,nyaneka,nyk
5907,saraiki,skr
5918,shina,scl
5920,saurashtra,saz
5930,rawang,raw
5934,rabha,rah
5935,mirgan,zrg
5949,panjabi-western,pnb
5956,pengo,peg
5960,pardhi,pcl
5961,chin-paite,pck
5967,duruwa,pci
5968,pardhan,pch
5969,paniya,pcg
5973,pnar,pbv
6007,tangshang-shecyu-cyamcyang,nst
6029,nimadi,noe
6044,naga-tangkhul,nmf
6071,naga-angami,njm
6079,naga-lotha,njh
6093,newari,new
6108,naga-rongmei,nbu
6110,naga-mao,nbi
6144,naga-konyak,nbe
616,aymara-central,ayr
6171,malvi,mup
6174,marathi,mr
6178,maria,mrr
6186,magahi,mag
6199,maithili,mai
6209,marwari,rwr
6210,mal-paharia,mkb
622,kaiwa,kgk
6222,sauria-paharia,mjt
623,guarani-mbya,gun
6242,mandeali,mjl
6259,limbu,lif
6271,ladakhi,lbj
6275,kuvi,kxv
6278,kui,kxu
6282,koraku,ksz
6298,kashmiri,ks
6318,kannada,kn
6326,kharia,khr
633,quechua-south-bolivian,quh
6330,ahirani,ahr
6353,kumauni,kfy
6362,kanjari,kft
6363,bilaspuri,kfs
6370,korku,kfq
6372,korwa,kfp
6383,kinnauri,kfk
6400,koya,kff
6414,kukna,kex
6425,juray,juy
6426,juang,jun
6428,jaunsari,jns
644,mapudungun,arn
6440,irula,iru
646,armenian,hy
6463,chhattisgarhi,hne
6464,hindi,hi
6465,hmar,hmr
6485,gurung,gvr
6511,gondi-northern,gno
6532,garhwali,gbm
6533,gamit,gbl
6535,gaddi,gbk
6548,dhodia,dho
6558,maria-dandami,daq
6596,kathiyawadi,gu-x-Kathiyawadi
6600,gujarati,gu
6631,kanauji,bjj
6642,bhattiyali,bht
6648,bagheli,bfy
6654,balti,bft
6679,balochi-southern,bcc
6707,gilaki,glk
6788,farsi-western,fa
6793,mazanderani,mzn
6800,bakhtiari,bqi
6884,gaelic-irish,ga
689,azerbaijani-north,azj
6930,hebrew,he
6934,bukharian,bhh
6975,sardinian-logudorese,src
7083,japanese,ja
7090,japanese-sign-language,jsl
7103,okinawan-central,ryu
7138,jordanian-sign-language,jos
7139,chechen,ce
7164,embu,ebu
7166,duruma,dug
7176,digo,dig
7186,kuria,kuj
7222,suba,sxb
7227,sabaot,spy
7235,samia,lsm
7237,samburu,saq
7238,rendille,rel
7248,pokomo-lower,pkb
7251,pokoot,pko
7266,okiek,oki
7285,turkana,tuv
7300,mwimbi-igoji-muthambi,mws
7309,maasai,mas
7321,kalenjin-kipsigis,kln
7326,gusii,guz
7334,taita,dav
7343,chonyi,coh
7350,hamgyongdo,ko-x-Hamgyongdo
7355,korean-sign-language,kvk
7371,bru-eastern,bru
7411,lao,lo
7428,tai-don,twh
7481,nung,nut
7506,katang,ncq
7516,tai-dam,blt
7519,latvian,lv
7546,sotho-southern,st
7547,zulu,zu
7564,vai,vai
7577,mende,men
7584,loma,lom
7586,pidgin-liberian,lir
7587,kisi-southern,kss
7609,kpelle-liberia,xpe
7617,gola,gol
7655,bandi,bza
7658,gbii,ggb
7698,lithuanian,lt
7735,bara,bhr
7750,malagasy-antankarana,mg-xmv
7752,shimaore,swb
7761,malagasy,mg
7773,yao,yao
7786,tumbuka,tum
7788,sena-malawi,swk
7790,lomwe,ngl
7791,mpoto,mpa
7792,lambya,lai
7793,kokola,kzn
7807,tamajeq-tahoua,ttq
7811,senoufo-supyire,spp
7839,arabic-hassaniya,ar-mey
7885,maltese,mt
7889,marshallese,mh
7897,wolof,wo
7922,chinanteco-tepetotutla,cnt
7926,chinanteco-tlacoatzintepec,ctl
7946,zapoteco-western-pochutla,ztp
7954,zapoteco-southern-rincon,zsr
7960,zapoteco-yalalag,zpu
7988,zoque-francisco-leon,zos
8000,zapoteco-mitla,zaw
8014,zapoteco-isthmus,zai
8021,zapoteco-san-juan-guelavia,zab
8023,zapoteco-sierra-de-juarez,zaa
8026,yaqui,yaq
8038,mixteco-central-juxtlahuaca,vmc
8069,tzotzil-chamula,tzo
8072,tzeltal-bachajon,tzh-x-Bachajon
8075,purepecha,tsz
8079,trique-san-juan-copala,trc
8089,totonaca-sierra,tos
8093,tojolabal,toj
8108,tarahumara-central,tar
8109,tarahumara-baja,tac
8130,popoloca-san-felipe-otlaltepec,pow
8133,popoluca-sierra,poi
8134,popoloca-san-juan-atzingo,poe
8145,pame-central,pbs
8154,otomi-western,otq
8156,otomi-eastern,otm
8158,otomi-mezquital,ote
8164,nahuatl-orizaba,nlv
8170,nahuatl-western-huasteca,nhw
8173,nahuatl-southeast-puebla,npl
8188,nahuatl-eastern-huasteca,nhe
8193,mixteco-metlatonoc,mxv-x-Metlatonoc
8202,mixteco-northwest-oaxaca,mxa
8230,mexican-sign-language,mfs
8235,mixe-coatlan,mco
8241,mazahua,maz
8245,mazateco-huautla-de-jimenez,mau
8265,huasteco-san-luis-potosi,hus-MX-SLP
8266,huave-san-mateo-del-mar,huv
8272,huasteco-veracruz,hus
8277,huichol,hch
8281,chatino-zenzontepec,czn
8282,chatino-nopala,cya
8284,cuicateco-tepeuxila,cux
8287,mixteco-silacayoapan,mks
8293,mixteco-southern-puebla,mit
8294,mixteco-diuxi-tilantongo,xtd
8295,mixe-del-istmo,mir
8296,mixteco-santa-maria-apasco,mip
8299,mixteco-alacatlatzala,mim
8303,mixteco-eastern,mil
8315,chol-tumbala,ctu
8323,cora,crn
8336,nahuatl-sierra-de-puebla,azz
8338,amuzgo-oaxaca,azg
8343,chinanteco-quiotepec,chq
8351,amuzgo-guerrero,amu
8381,yapese,yap
8418,arabic-moroccan-spoken,ar-ary
8420,chopi,cce
8426,chwabo,chw
8433,makonde-mozambique,kde
8434,koti,eko
8441,ndau,ndc
8456,manyika,mxc
8464,nsenga,nse
8486,mwani,wmw
8494,tsonga,ts
8506,shona,sn
8513,sena,seh
8520,ronga,rng
8523,nyungwe,nyu
8631,karen-sgaw,ksw
8684,shan,shn
8714,karen-pwo,pwo
8746,chin-mun,mwq
8799,lozi,loz
8818,nauruan,na
8972,rana-tharu,thr
8982,thami,thf
8989,tamang-western,tdg
9030,magar-western,mrd
9131,papiamentu,pap
9181,bislama,bi
9194,new-zealand-sign-language,nzs
9198,maori,mi
9290,agatu,agc
9291,legbo,agb
9316,cishingini,asg
