id,slug,bcp47
9317,anaang,anw
9346,okrika,okr
9384,nupe,nup
9396,ngizim,ngi
9410,ngamo,nbh
9461,miya,mkf
9473,mbembe-cross-river,mfn
9490,mbula,mbu
9491,bwazza,mbu
9495,marghi-central,mrt
9506,longuda,lnu
9597,huba,hbb
9604,kukele,kez
9616,tsikimba,kdl
9618,kamo,kcq
9626,katab,kcg
9637,kamuku,cdr
9639,jju,kaj
9669,jibu,jib
96802,adonara,adr
96809,adzera,adz
96819,akeu,aeu
96835,agarabi,agd
9691,ikwo,iqw
96911,ayta-abellen,abp
9692,ezaa,eza
9694,izii,izz
9699,isoko,iso
97071,saa,apb
97073,athpariya,aph
97185,bamu,bcf
97214,behoa,bep
97237,baka,bdh
97247,oroko,bdu
97274,azha,aza
9728,ika,ikk
9731,nembe,ijs
9733,kalabari,ijn
97403,balantak,blz
97457,bongo,bot
97524,borna-shinasha,bwo
97609,benyadu,byd
97686,chinantec-usila,cuc
97720,chamari,cdg
9774,igbo,ig
97745,dene,chp
9779,igala,igl
9784,igede,ige
9789,ebira,igb
9793,idoma,idu
97941,daasanach,dsh
98033,doondo,dde
9811,ibibio,ibb
98137,embera-northern,emp
98139,muria-eastern,emu
98306,gagu,ggu
98407,gaanda,gqa
98458,gawri,gwc
98459,ale-gawwada,gwd
98476,gayil,gyl
98588,iranun,ilp
98626,iyaa,iyx
98630,hyam,jab
98663,ipili,ipi
98682,hunsrik,hrx
98730,kurumba-kannada,kfi
98838,keliko,kbo
98853,tyap,kcg
98914,kisi,kiz
99042,keapara,khz
9905,yungur,yun
99152,gbaya-kresh-south-sudan,krs
99184,kroumen-plapo,ktj
99188,kaduo,ktp
99260,lorung-northern,lbr
9930,tarok,yer
99303,maro,liq
99311,lukabaras,lkb
99359,kouya,kyf
99364,kamayo,kyk
9940,yala,yba
99460,laarim,loh
99504,olutachoni,lts
99508,aringa,luc
9955,warji,wji
99564,manobo-sarangani,mbs
99581,zhuang-minz,zgm
99582,zhuang-guibian,zgn
9959,waja,wja
99703,zo,zom
9976,urhobo,urh
99766,mamainde,wmd
99804,zhuang-qiubei,zqe
99886,merwari,wry
99910,zhuang-youjiang,zyj
99933,bungu,wun
9999,tula,tul
