audioLanguageSlug,coreLanguageId,sourcePublishedLeafVideos,sourcePublishedHlsLeafVideos,sourcePublishedHlsVideosAllLabels,curatedStartUnique,curatedUnionUnique,curatedStartWorkFamilies,curatedStartStoryGroups,curatedStartMedianDubAtMost15m,curatedStartFeatureFilms,startMeets6,startMeets30,unionMeets30,adminValidatedUnique,identityStatus,pool_meaning-and-purpose,pool_hope-and-perseverance,pool_love-and-belonging,pool_forgiveness-and-new-beginnings,pool_exploring-jesus
iraqw,14187,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
iraya,141085,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
irula,6440,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
isan,20967,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
isangu,142887,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ishinyiha,37411,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
isnag,12714,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
isoko,9699,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
italian,4415,448,448,450,144,147,35,139,140,4,True,True,True,0,core_only,54,54,63,36,74
itawis,20717,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
iten,184485,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
itsekiri,21740,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ivatan,141113,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ixil-nebaj,5420,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
iyaa,98626,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
iyansi,24095,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
izere,10106,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
izii,9694,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jacalteco-western,5415,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jadgali,10559,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jakun,141128,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jama-mapun,24218,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jamaican-patwa,184701,132,132,132,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
jaminawa,142312,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
japanese,7083,381,381,383,139,141,33,135,136,3,True,True,True,0,core_only,56,52,56,33,76
japanese-sign-language,7090,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
jar,119071,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jaruara,1552,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jaunsari,6428,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
javanese,13195,89,89,91,49,50,13,49,47,2,True,True,True,0,core_only,20,19,21,13,27
javanese-banten,19767,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
javanese-banyumasan,184911,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
javanese-caribbean,4940,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jeh,141153,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jenjo,32807,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jere,141158,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jiamao,141173,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jibu,9669,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jingpho,4088,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jita,14182,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jju,9639,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jola-felupe,53394,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jola-fogny,5069,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jola-kasa,13070,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jorai,22499,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jordanian-sign-language,7138,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
juang,6426,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jukun,22205,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jula,2104,183,183,185,72,74,13,71,66,2,True,True,True,0,core_only,24,30,30,19,44
juni-kuin,158997,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
jur-beli,114921,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
jur-modo,13745,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
juray,6425,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kaakye,184818,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kaba,3191,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kaba-naa-sara,141528,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kabardian,14632,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kabeverdiane-barlavente,139094,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kabiye,1336,121,121,121,60,61,3,59,54,2,True,True,True,0,core_only,23,27,22,13,39
kabuverdianu-sotaventu,53431,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kabwa,14274,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kabyle,494,219,219,221,73,75,14,71,66,3,True,True,True,0,core_only,24,30,30,19,45
kachchhi,21661,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kachhi-gujerati,177210,54,54,54,30,31,1,30,29,1,True,True,True,0,core_only,8,15,13,6,21
kadiweu,1538,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kaduo,99188,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kafa,22439,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kagulu,14157,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kaili-daa,17509,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kaiwa,622,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kakataibo,184585,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kako,2639,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kakwa,13692,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalaallisut-greenlandic,21199,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
kalabari,9733,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalagan-eastern,24359,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalagan-tagakaulu,12693,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalagen-western,24360,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalanga,1510,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalanguya,163423,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalenjin-kipsigis,7321,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kalmyk-oirat,3832,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kalo-5,149174,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kamano,12019,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kamasau,141455,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kamayo,99364,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kambaata,4655,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kambera,20944,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kamo,9618,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kamuku,9637,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kanauji,6631,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kandas,141586,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kandawo,12151,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kandoozi,184586,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kanembu,3645,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kangri,5625,70,70,70,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
kanjari,6362,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kankanaey,12682,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kankanay-northern,12696,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kannada,6318,252,252,252,109,110,12,107,106,3,True,True,True,0,core_only,47,44,43,24,59
kanuri-yerwa,2614,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
kanyok,15653,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kaonde,15642,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kapampangan,20871,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karai-karai,20738,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karakalpak,448,144,144,144,58,59,4,55,55,3,True,True,True,0,core_only,23,27,21,10,39
karang,19877,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karanga,20211,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karbi,23563,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karelian,4835,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karen-pwo,8714,70,70,70,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
karen-pwo-eastern,14295,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karen-pwo-omkoi,14358,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karen-sgaw,8631,71,71,71,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
karina,158935,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karnali,53298,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karo,141536,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karon,141602,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
karunsie,150352,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kasem-burkina-faso,22909,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kasem-ghana,22910,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kashmiri,6298,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
kashubian,12869,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
katab,9626,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
katang,7506,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
katcha-kadugli-miri,13719,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kathiyawadi,6596,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
katu-eastern,141637,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kau-bru,175097,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kaur,17757,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kayabi,1624,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kayah-li-western,23549,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kayan,21773,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kayapo,1676,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kazakh,371,188,188,190,86,88,26,82,83,3,True,True,True,0,core_only,28,34,31,21,58
keakalo,139193,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
keapara,99042,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kechwa-san-martin,184501,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kedang,141620,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kekchi,1276,132,132,132,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
kele,19803,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
keliko,98838,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kendayan-kanayatn,22679,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kenyah,141870,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kenyah-badeng,185228,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kerewe,141325,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kerinci,17739,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kermanshahi,111677,132,132,132,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
ketengban,142141,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khakas,3816,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khampa-eastern,23225,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khandeshi-bhili,164337,70,70,70,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
khandesi,19800,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kharia,6326,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khasi,1197,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
khiamniungan,163806,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khmer-central-m,24024,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khmer-northern,14384,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khmer-standard,178043,196,196,198,96,98,28,92,92,4,True,True,True,0,core_only,36,42,36,20,49
khmu,3817,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khoekhoegowab,53327,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
khowar,10558,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kiche-cunen,139116,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kifuliiru,50087,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kikamba,20730,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kikongo,20754,142,142,144,71,73,12,70,65,2,True,True,True,0,core_only,24,30,29,19,44
kikuro,139071,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kikuyu,20679,71,71,71,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kilaangi,164996,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kilega,22652,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kiluba,20791,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kim,141333,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kimbundu,569,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
kimeru,20824,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kimpokomu,184901,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kinandi,20849,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kinaray-a,12672,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kinga,14159,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kinnauri,6383,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kinnauri-pahari,141363,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kintandu,22379,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kinyakyusa-tanzania,53401,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kinyamulenge,185227,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kinyarwanda,20900,157,157,159,73,75,14,71,66,3,True,True,True,0,core_only,24,30,30,19,45
kirho,10262,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kiribati,4812,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
kirundi,20896,152,152,154,69,71,13,67,66,3,True,True,True,0,core_only,24,29,28,16,43
kisan,184496,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kisanga,22196,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kisi,98914,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kisi-southern,7587,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kissi-northern,5481,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kituba,15639,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kiviila,141073,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kiwilwana,143494,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kiyombe,22195,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
koalib,141334,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
kobo,184990,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kohistani-indus,10526,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kohli-parkari,10536,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
koho,19241,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
koita-ga,141574,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kok-borok,1231,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
kok-borok-bangladesh,184464,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kokoda-k-ainake,184462,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kokola,7793,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kolami,163136,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
koli-wadiyara,10535,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
kolokuma-izon,53432,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kom,19558,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
komering,17752,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
komi-permyak,18528,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
komi-zyrian,18521,132,132,132,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
konda-dora,141204,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kongo-san-salvador,545,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
konjo-highland,17518,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
konkomba,5302,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
konni,5303,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kono-sierra-leone,23520,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
konongo-2,14165,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
konso,20753,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
konta,147285,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
koorete,4656,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kope,149217,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
koraku,6282,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
korean,3804,323,323,325,132,135,37,127,127,5,True,True,True,0,core_only,53,51,53,33,67
korean-north,24000,172,172,174,79,80,15,79,78,1,True,True,True,0,core_only,36,33,36,23,33
korean-sign-language,7355,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
koreguaje,4250,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
korku,6370,67,67,67,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
koromfe,2046,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kortha,183121,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
korwa,6372,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
koti,8434,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kouya,99359,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
koya,6400,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kpelle-guinea,5456,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
kpelle-liberia,7609,91,91,93,51,52,12,51,46,1,True,True,True,0,core_only,19,20,22,16,28
kreol-mauricean,21197,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
krio,4547,157,157,159,73,75,14,71,66,3,True,True,True,0,core_only,24,30,30,19,45
krongo,141227,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kroumen-plapo,99184,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kroumen-pye,144313,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kroumen-tepo,100677,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kru,20750,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
kuanua,11816,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kui,6278,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kukele,9604,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kuki,23569,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kukna,6414,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kulango-bondoukou,5257,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kulango-bouna,5224,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kulung,139643,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kulvi,23692,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kumam,14677,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kuman,19854,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
kumauni,6353,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kumyk,14629,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kuna,53430,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
kunama,4585,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kuni-boazi,141667,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kunimaipa,11789,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kuo,2641,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kupia,141202,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kupsapiiny,141566,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kuranko,5485,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
kurdi-behdini,53333,152,152,154,69,71,13,67,66,3,True,True,True,0,core_only,24,29,28,16,43
